n_trips,n_T1,n_T2,n_T3,duration_s_min,duration_s_max,duration_s_mean,distance_can_km_min,distance_can_km_max,distance_gps_speed_km_mean,distance_haversine_km_mean,soc_start_mean,soc_end_mean,soc_depletion_mean_pp,empirical_q,soc_increase_counts,timestamp_gaps_gt_2s,grade_clip_samples,n_windows_total,high_missing_features,windows_full_trip,windows_soc_event_0.1,windows_soc_event_0.2,windows_soc_event_0.5,windows_time_120s,windows_time_300s,windows_time_600s,windows_time_60s
17,4,3,10,952.0,8577.0,3282.235294117647,13.831272222222232,59.56506111111094,30.029110630204386,30.79832344496371,81.23176470588234,37.07058823529411,44.16117647058824,0.02,2477,9,674,57671,,17,18192,18188,18142,895,346,161,1730
