n_trips,n_T1,n_T2,n_T3,duration_s_min,duration_s_max,distance_km_min,distance_km_max,distance_km_mean,empirical_soc_q_pp,n_supervision_windows
17,4,3,10,952.0,8577.0,13.831272222222232,59.56506111111094,29.939337745097962,0.02,57671
