n_trips,n_T1,n_T2,n_T3,duration_s_min,duration_s_max,distance_km_min,distance_km_max,distance_km_mean,soc_start_mean_pct,soc_end_mean_pct,empirical_soc_q_pp,n_windows_total,n_windows_full_trip,n_windows_soc_event,n_windows_fixed_time
17,4,3,10,952.0,8577.0,13.831272222222232,59.56506111111094,29.939337745097962,81.23176470588234,37.07058823529411,0.02,57671,17,54522,3132
