method,metric,mean,ci_low,ci_high,n
constant,mae_kwh,0.35941425740614047,0.20961048399302462,0.5364692615658777,3.0
elasticnet,mae_kwh,0.06600882575128304,0.008384107276147912,0.14736050839260906,3.0
mlp_state,mae_kwh,0.48079983340810845,0.08232492481337661,0.720786371763547,3.0
physics,mae_kwh,0.892348947309122,0.5259443772723797,1.1499944640416384,3.0
pinn,mae_kwh,0.10979445049359837,0.01794817861318654,0.16027720185286487,3.0
pinn_fulltrip,mae_kwh,0.2563763130587007,0.23099965428370517,0.29149048377532116,3.0
pinn_no_dynamics,mae_kwh,0.5296871502465671,0.27164530898630646,0.8076956752900442,3.0
weak_mlp,mae_kwh,0.8019596614925947,0.051006668421957224,1.6310725242588244,3.0
