method,n,mae_kwh,rmse_kwh,mape_pct,mape_n_undefined,mape_denominator_rule,wape_pct,bias_kwh,r2
constant,3.0,0.35941425740614047,0.38386981295071054,12.169226341042501,0.0,exclude |E_obs| <= 1e-12,11.608987642317198,0.21967393474412403,0.8986908873363297
physics,3.0,0.892348947309122,0.9311859793122068,30.73485258112647,0.0,exclude |E_obs| <= 1e-12,28.822640416961303,-0.892348947309122,0.40385288592191015
elasticnet,3.0,0.06600882575128304,0.08864379750373036,3.849485450078766,0.0,exclude |E_obs| <= 1e-12,2.1320680152223206,0.06041942090051777,0.9945977174448797
weak_mlp,3.0,0.8019596614925947,1.0306770263959097,20.68024836047408,0.0,exclude |E_obs| <= 1e-12,25.903089841492076,0.7679552158779565,0.26965883324544515
mlp_state,3.0,0.48079983340810845,0.5582710794014881,13.58357453524652,0.0,exclude |E_obs| <= 1e-12,15.529710381398852,-0.48079983340810845,0.7857253225807874
pinn_no_dynamics,3.0,0.5296871502465671,0.5732883020226741,17.384617779089094,0.0,exclude |E_obs| <= 1e-12,17.108758082899456,0.3485902775890295,0.7740425060121311
pinn_fulltrip,3.0,0.2563763130587007,0.2576549634862035,10.870011456174765,0.0,exclude |E_obs| <= 1e-12,8.280888664686714,-0.09195044564731687,0.9543587410109964
pinn,3.0,0.10979445049359837,0.12761876919247803,5.095290992282613,0.0,exclude |E_obs| <= 1e-12,3.546332380284185,0.002942982591688459,0.988802793361713
