trip_id,method,seed,soc_mae_pp,soc_rmse_pp,soc_end_error_pp,soc_within_half_q_fraction,soc_tolerance_pp,saturation_frac
T1_06_30_2021_2,physics,0,10.567116304739617,12.132548878010603,19.16657440069433,0.004912756225647976,0.01,
T1_06_30_2021_2,weak_mlp,0,5.793626627885797,6.573935142836553,-12.063329863283201,0.0011858377096391666,0.01,0.0
T1_06_30_2021_2,mlp_state,0,6.54242549347765,7.988708245254508,12.01310619605924,0.001016432322547857,0.01,0.0
T1_06_30_2021_2,pinn_no_dynamics,0,3.01680865583891,4.067040408865931,-8.495341107722169,0.0022022700321870235,0.01,0.0
T1_06_30_2021_2,pinn_fulltrip,0,3.235028049135393,3.781981363670623,3.8499942380617895,0.004573945451465357,0.01,0.0
T1_06_30_2021_2,pinn,0,1.1314360213366115,1.5289238580430413,-0.29913631021962317,0.014738268676943927,0.01,0.0
T2_03_30_2021,physics,0,7.815957758590082,9.279815400971021,16.685133343556515,0.004513686662783925,0.01,
T2_03_30_2021,weak_mlp,0,17.53317983576378,19.074828981715946,-27.18454207098081,0.0018928363424577752,0.01,0.0
T2_03_30_2021,mlp_state,0,5.147086682620242,6.037495155432111,10.65480339412332,0.00320326150262085,0.01,0.0
T2_03_30_2021,pinn_no_dynamics,0,7.283376911759301,8.283231307470134,-13.461594588167571,0.00029120559114735004,0.01,0.0
T2_03_30_2021,pinn_fulltrip,0,2.3122374172050755,2.7635133868287456,-4.110646685284422,0.0029120559114735,0.01,0.0
T2_03_30_2021,pinn,0,1.7660567341395523,2.0627290829258382,-2.5192995169122696,0.003931275480489225,0.01,0.0
T3_05_25_2021_1,physics,0,3.3058390693777415,4.407125637155595,8.765739621206329,0.012486992715920915,0.01,
T3_05_25_2021_1,weak_mlp,0,0.9813777374958447,1.2875662638902785,0.8501111403659465,0.012486992715920915,0.01,0.0
T3_05_25_2021_1,mlp_state,0,1.004524972723343,1.1832181599307348,1.3720820802229738,0.006243496357960458,0.01,0.0
T3_05_25_2021_1,pinn_no_dynamics,0,1.3579180884286002,2.1029650025945266,4.527421816438441,0.054110301768990635,0.01,0.0
T3_05_25_2021_1,pinn_fulltrip,0,1.597158574843567,2.3299241153501127,4.858174729588704,0.02081165452653486,0.01,0.0
T3_05_25_2021_1,pinn,0,0.8297956648622696,1.2365393590696185,2.6712866975477567,0.03537981269510926,0.01,0.0
