trip_id,constant,elasticnet,mlp_state,physics,pinn,pinn_fulltrip,pinn_no_dynamics,weak_mlp
T1_06_30_2021_2,0.332163026659519,0.008384107276147912,0.720786371763547,1.1499944640416384,0.01794817861318654,0.23099965428370517,0.5097204664633508,0.7237997917970023
T2_03_30_2021,0.5364692615658777,0.04228186158509217,0.6392882036474017,1.0011080006133475,0.1511579710147437,0.2466388011170757,0.8076956752900442,1.6310725242588244
T3_05_25_2021_1,0.20961048399302462,0.14736050839260906,0.08232492481337661,0.5259443772723797,0.16027720185286487,0.29149048377532116,0.27164530898630646,0.051006668421957224
