epoch,train_loss,val_window_mae_kwh,grad_norm,l_window,w_window
0.0,0.3152150805108249,,6.4158872655064005,0.3152150805108249,0.3152150805108249
1.0,0.13170706597156823,,6.333708069325169,0.13170706597156823,0.13170706597156823
2.0,0.1304428311996162,,6.377391005888951,0.1304428311996162,0.1304428311996162
3.0,0.17195166531018913,,5.950311390793979,0.17195166531018913,0.17195166531018913
4.0,0.11078475252725184,,6.053377425978499,0.11078475252725184,0.11078475252725184
5.0,0.14503900543786585,,5.577033363854976,0.14503900543786585,0.14503900543786585
6.0,0.09721700730733573,,5.739003033548585,0.09721700730733573,0.09721700730733573
7.0,0.12079410837031901,,5.418581902257787,0.12079410837031901,0.12079410837031901
8.0,0.12706145481206477,,5.789861879865804,0.12706145481206477,0.12706145481206477
9.0,0.16091141663491726,,5.334821794944952,0.16091141663491726,0.16091141663491726
10.0,0.08382810628972948,,5.046500212830875,0.08382810628972948,0.08382810628972948
11.0,0.08997413283213973,,5.154366041768106,0.08997413283213973,0.08997413283213973
12.0,0.11689693946391344,,5.102392449532332,0.11689693946391344,0.11689693946391344
13.0,0.10365984658710659,,5.3080279710572205,0.10365984658710659,0.10365984658710659
14.0,0.1391581038478762,,5.018872677058145,0.1391581038478762,0.1391581038478762
15.0,0.07927681389264762,,4.835263846569979,0.07927681389264762,0.07927681389264762
16.0,0.09835759573616087,,5.01375103344814,0.09835759573616087,0.09835759573616087
17.0,0.07659552805125713,,4.819023601473663,0.07659552805125713,0.07659552805125713
18.0,0.09312351047992706,,5.161910171458086,0.09312351047992706,0.09312351047992706
19.0,0.09440568531863391,,4.887147458846901,0.09440568531863391,0.09440568531863391
20.0,0.11668508034199476,,5.121494725676332,0.11668508034199476,0.11668508034199476
21.0,0.12271488807164133,,4.814076720644344,0.12271488807164133,0.12271488807164133
22.0,0.08148644748143852,,4.9024553045091235,0.08148644748143852,0.08148644748143852
23.0,0.08384536253288388,,4.63381829131939,0.08384536253288388,0.08384536253288388
24.0,0.11431898456066847,,5.122983298335908,0.11431898456066847,0.11431898456066847
25.0,0.11803238722495735,,4.726587067917897,0.11803238722495735,0.11803238722495735
26.0,0.06608224986121058,,4.5183105849987415,0.06608224986121058,0.06608224986121058
27.0,0.07207334670238197,,4.528488970975747,0.07207334670238197,0.07207334670238197
28.0,0.08620595117099583,,4.7416870602346,0.08620595117099583,0.08620595117099583
29.0,0.09077313798479736,,4.53064324100106,0.09077313798479736,0.09077313798479736
30.0,0.09765182621777058,,4.867985576128361,0.09765182621777058,0.09765182621777058
31.0,0.1149350805208087,,4.70601596486666,0.1149350805208087,0.1149350805208087
32.0,0.06386361888144165,,4.36449062190336,0.06386361888144165,0.06386361888144165
