epoch,train_loss,val_window_mae_kwh,grad_norm,w_state,dynamics_residual_rmse,w_boundary,l_dynamics,loss,w_window,dynamics_residual_mae,w_prior,l_window,w_dynamics,l_prior,l_boundary,l_state
0.0,2.2353330813348293,,0.9723076601822827,2.1033504873514177,0.019084345316514373,0.0,0.0003911106605301029,2.2353330813348293,0.13159256428480148,0.014298074995167553,0.0003899981788777041,0.13159256428480148,0.0,0.0038999817887770405,0.0,21.033504873514175
1.0,2.0959184914827347,,1.2813181013046528,2.0293138951063154,0.05080713424831629,0.0,0.003635344131907914,2.0959184914827347,0.06276575801894069,0.024150875920895487,0.0038388228102121504,0.06276575801894069,0.0,0.0383882281021215,0.0,20.293138951063156
2.0,1.8931622579693794,,1.322448733899361,1.8284370303153992,0.23697758233174682,0.0,0.0635000595357269,1.8931622579693794,0.059761286014690995,0.07728783250786364,0.004963936528656632,0.059761286014690995,0.0,0.04963936528656632,0.0,18.28437030315399
3.0,1.7400965336710215,,1.4213512740713827,1.6727513909339906,0.5018928740173578,0.0,0.25801327358931303,1.7400965336710215,0.0635463148355484,0.17120199976488948,0.003798815852496773,0.0635463148355484,0.0,0.03798815852496773,0.0,16.727513909339905
4.0,1.6297926101833582,,1.6340242759768226,1.5634511291980744,0.6361670643091202,0.0,0.41573944594711065,1.6297926101833582,0.06363556522410363,0.21783447405323386,0.002705880417488516,0.06363556522410363,0.0,0.027058804174885154,0.0,15.634511291980743
5.0,1.5544705800712109,,1.988606422806805,1.4832193702459338,0.6492249686270952,0.0,0.4337356798350811,1.5544705800712109,0.06862124113831669,0.1983391116373241,0.0026299751596525313,0.06862124113831669,0.0,0.02629975159652531,0.0,14.832193702459335
6.0,1.5043099522590637,,2.1206258824221234,1.4338876426219942,0.7047333866357803,0.0,0.5144264781847596,1.5043099522590637,0.067408706410788,0.19794800225645304,0.003013591456692666,0.067408706410788,0.0,0.030135914566926658,0.0,14.33887642621994
7.0,1.4743082523345947,,2.254698791269268,1.4030935615301132,0.7410608772188425,0.0,0.5688397139310837,1.4743082523345947,0.06859234417788684,0.19969923794269562,0.0026223218475934116,0.06859234417788684,0.0,0.026223218475934118,0.0,14.030935615301132
8.0,1.447032891213894,,2.226411434834802,1.3824541002511979,0.7520756237208843,0.0,0.5828406568616629,1.447032891213894,0.06042568676639348,0.1985165267251432,0.004153104586293921,0.06042568676639348,0.0,0.04153104586293921,0.0,13.824541002511978
9.0,1.4472453780472279,,2.402452408522196,1.366754487156868,0.7657813932746649,0.0,0.6120192585512996,1.4472453780472279,0.07796948915347457,0.18953365739434958,0.0025213485190761276,0.07796948915347457,0.0,0.025213485190761276,0.0,13.66754487156868
10.0,1.4240581691265106,,2.3224097986124024,1.354056903719902,0.752066858112812,0.0,0.5832857172936201,1.4240581691265106,0.06616646295879036,0.19583325227722526,0.003834782792546321,0.06616646295879036,0.0,0.03834782792546321,0.0,13.54056903719902
11.0,1.4257957078516483,,2.440571020369308,1.3432607501745224,0.7132204137742519,0.0,0.5398188233375549,1.4257957078516483,0.07971058646216989,0.17396768974140286,0.0028243165928870436,0.07971058646216989,0.0,0.02824316592887044,0.0,13.432607501745224
12.0,1.408836379647255,,2.274755783412755,1.3268929213285445,0.71914192289114,0.0,0.5347715262323618,1.408836379647255,0.07821071555372328,0.19491377100348473,0.0037327353609725835,0.07821071555372328,0.0,0.03732735360972583,0.0,13.268929213285446
13.0,1.4094930440187454,,2.3231151881209477,1.3272123515605927,0.6787569709122181,0.0,0.5001926841214299,1.4094930440187454,0.07855127786751837,0.16589720267802477,0.0037293820758350195,0.07855127786751837,0.0,0.037293820758350194,0.0,13.272123515605927
