epoch,train_loss,val_window_mae_kwh,grad_norm,l_window,w_window
0.0,0.33504108525812626,,7.040841254420588,0.33504108525812626,0.33504108525812626
1.0,0.12077112286351621,,6.69577965446244,0.12077112286351621,0.12077112286351621
2.0,0.13346634292975068,,7.0054793056936635,0.13346634292975068,0.13346634292975068
3.0,0.13347594859078526,,6.388747541841297,0.13347594859078526,0.13347594859078526
4.0,0.18406566558405757,,6.944002072185203,0.18406566558405757,0.18406566558405757
5.0,0.17977008782327175,,5.938483697643475,0.17977008782327175,0.17977008782327175
6.0,0.08210068615153432,,5.773571331618591,0.08210068615153432,0.08210068615153432
7.0,0.08836775342933834,,5.8004953663900105,0.08836775342933834,0.08836775342933834
8.0,0.10225969576276839,,5.345529245420835,0.10225969576276839,0.10225969576276839
9.0,0.1139070310164243,,5.932366177024709,0.1139070310164243,0.1139070310164243
10.0,0.13803049479611218,,5.645361856549623,0.13803049479611218,0.13803049479611218
11.0,0.0945147022139281,,5.748332539129349,0.0945147022139281,0.0945147022139281
12.0,0.1263864494394511,,5.524996066766984,0.1263864494394511,0.1263864494394511
13.0,0.089505028212443,,5.552779643423168,0.089505028212443,0.089505028212443
14.0,0.08272382826544344,,5.237376546268632,0.08272382826544344,0.08272382826544344
15.0,0.0879061627201736,,5.458696909291188,0.0879061627201736,0.0879061627201736
16.0,0.07743439171463251,,5.2475655640089744,0.07743439171463251,0.07743439171463251
17.0,0.07789940852671862,,5.041426896524598,0.07789940852671862,0.07789940852671862
18.0,0.09159993380308151,,5.52306588008954,0.09159993380308151,0.09159993380308151
19.0,0.10957981878891587,,5.41930629842983,0.10957981878891587,0.10957981878891587
20.0,0.10512077785097063,,5.631860508940457,0.10512077785097063,0.10512077785097063
21.0,0.1362237585708499,,5.351530426143196,0.1362237585708499,0.1362237585708499
22.0,0.07371873804368079,,5.347611297182654,0.07371873804368079,0.07371873804368079
23.0,0.09302167757414281,,5.060794166959339,0.09302167757414281,0.09302167757414281
24.0,0.08028091001324356,,5.263190009379752,0.08028091001324356,0.08028091001324356
25.0,0.10973171819932759,,5.041140159425282,0.10973171819932759,0.10973171819932759
26.0,0.0873441337607801,,5.208467346175164,0.0873441337607801,0.0873441337607801
27.0,0.083233289886266,,5.065811641840924,0.083233289886266,0.083233289886266
28.0,0.11591455317102373,,5.4602575966507265,0.11591455317102373,0.11591455317102373
29.0,0.10853585950098932,,5.070712247151761,0.10853585950098932,0.10853585950098932
30.0,0.07857437338680029,,5.020163103408173,0.07857437338680029,0.07857437338680029
31.0,0.08157092542387545,,4.793268837349473,0.08157092542387545,0.08157092542387545
32.0,0.08048559026792645,,5.096125704903223,0.08048559026792645,0.08048559026792645
33.0,0.0979798911139369,,4.95364821946805,0.0979798911139369,0.0979798911139369
34.0,0.08611692022532225,,5.152257534687792,0.08611692022532225,0.08611692022532225
35.0,0.07168123521842062,,4.7710964075945554,0.07168123521842062,0.07168123521842062
36.0,0.08114477945491672,,4.969746855870273,0.08114477945491672,0.08114477945491672
37.0,0.06590353162027895,,4.71429441197117,0.06590353162027895,0.06590353162027895
38.0,0.07645919197238982,,4.98045318979707,0.07645919197238982,0.07645919197238982
39.0,0.07999074319377542,,4.754061578091717,0.07999074319377542,0.07999074319377542
40.0,0.1104359810706228,,5.246956206756649,0.1104359810706228,0.1104359810706228
41.0,0.10056723281741142,,4.962224290038593,0.10056723281741142,0.10056723281741142
42.0,0.08930413634516299,,5.124567486000954,0.08930413634516299,0.08930413634516299
43.0,0.09802926308475435,,4.8418276569014935,0.09802926308475435,0.09802926308475435
44.0,0.0812111150007695,,4.8609867093679515,0.0812111150007695,0.0812111150007695
45.0,0.07691933889873326,,4.873182448992301,0.07691933889873326,0.07691933889873326
46.0,0.1050692512653768,,5.1089867651935705,0.1050692512653768,0.1050692512653768
47.0,0.09027972677722573,,4.749789237539371,0.09027972677722573,0.09027972677722573
48.0,0.07802650844678283,,4.911016848930287,0.07802650844678283,0.07802650844678283
49.0,0.0853548173326999,,4.731929546747681,0.0853548173326999,0.0853548173326999
50.0,0.07518552197143435,,4.614931599960002,0.07518552197143435,0.07518552197143435
51.0,0.08314122376032174,,4.473248902077351,0.08314122376032174,0.08314122376032174
52.0,0.06605229806154966,,4.569282838039345,0.06605229806154966,0.06605229806154966
53.0,0.07637150050140917,,4.5272842952242325,0.07637150050140917,0.07637150050140917
54.0,0.07107558334246278,,4.819233847157857,0.07107558334246278,0.07107558334246278
55.0,0.08557158219628036,,4.634720059487724,0.08557158219628036,0.08557158219628036
56.0,0.07396695809438825,,4.602738839802106,0.07396695809438825,0.07396695809438825
57.0,0.0661203337367624,,4.475355308502465,0.0661203337367624,0.0661203337367624
58.0,0.09368344093672931,,4.620648630134385,0.09368344093672931,0.09368344093672931
59.0,0.08576440089382231,,4.559105911729118,0.08576440089382231,0.08576440089382231
60.0,0.06796286604367197,,4.492570182680641,0.06796286604367197,0.06796286604367197
61.0,0.06851660937536508,,4.357072960928103,0.06851660937536508,0.06851660937536508
62.0,0.07268566591665149,,4.5106931297631965,0.07268566591665149,0.07268566591665149
63.0,0.07605340238660574,,4.321287735016339,0.07605340238660574,0.07605340238660574
64.0,0.061597590683959424,,4.464238022685608,0.061597590683959424,0.061597590683959424
65.0,0.07040205295197666,,4.2693336660854575,0.07040205295197666,0.07040205295197666
66.0,0.06775613222271204,,4.535375609583934,0.06775613222271204,0.06775613222271204
67.0,0.07787675270810723,,4.487966745661065,0.07787675270810723,0.07787675270810723
