method,metric,mean,ci_low,ci_high,n
constant,mae_kwh,0.2487540038620709,0.16816085810043305,0.33689382779797317,17.0
elasticnet,mae_kwh,0.1672998744640975,0.11259358866201578,0.2319493675149217,17.0
mlp_state,mae_kwh,0.37218192202915035,0.26522102735719794,0.4857469673759895,17.0
physics,mae_kwh,0.7795536889442934,0.6141992053408494,0.9484649888367294,17.0
pinn,mae_kwh,0.2949142983914842,0.20919553969058072,0.3921154501673339,17.0
pinn_fulltrip,mae_kwh,0.2427844460767022,0.18237323862199625,0.3061323952830729,17.0
pinn_no_dynamics,mae_kwh,0.2776588680093741,0.21488873081393547,0.34151571021626526,17.0
weak_mlp,mae_kwh,0.4751418778709078,0.31205569067812505,0.6551104036095777,17.0
