epoch,train_loss,val_window_mae_kwh,grad_norm,w_window,l_window,val_mae_soc_event_0.1,val_mae_soc_event_0.2,val_mae_soc_event_0.5,val_mae_time_60s,val_mae_time_120s,val_mae_time_300s,val_mae_time_600s,val_mae_full_trip
0.0,0.27749222345077074,0.3417866521049291,5.551793010784459,0.27749222345077074,0.27749222345077074,0.03400830179452896,0.03491697460412979,0.03939054161310196,0.030624477192759514,0.06119709089398384,0.1491032987833023,0.29574641585350037,2.089306116104126
1.0,0.16704287379980087,0.1612681527622044,5.689246436681507,0.16704287379980087,0.16704287379980087,0.024472560733556747,0.02511916495859623,0.027737421914935112,0.022129304707050323,0.04098954051733017,0.08819161355495453,0.15653324127197266,0.9049723744392395
2.0,0.11813079966948582,0.356621899176389,5.644916396347227,0.11813079966948582,0.11813079966948582,0.03436553478240967,0.035352274775505066,0.03984375670552254,0.03146999329328537,0.06328772753477097,0.15554510056972504,0.3100842535495758,2.1830265522003174
3.0,0.15812872608120626,0.238557955250144,5.1711874292372295,0.15812872608120626,0.15812872608120626,0.025612374767661095,0.02631138265132904,0.029407890513539314,0.022937051951885223,0.044603921473026276,0.10514722019433975,0.1998925805091858,1.4545512199401855
4.0,0.09322060673282696,0.10545528936199844,5.208433250436779,0.09322060673282696,0.09322060673282696,0.01963116228580475,0.02030380815267563,0.02191068045794964,0.018846377730369568,0.03238938748836517,0.07048952579498291,0.10948175191879272,0.5505896210670471
5.0,0.10987143791638888,0.2366793123073876,5.207104695709417,0.10987143791638888,0.10987143791638888,0.02500119060277939,0.025671247392892838,0.02873418480157852,0.022710300981998444,0.0438191294670105,0.10577849298715591,0.20450367033481598,1.4372162818908691
6.0,0.09486557944462849,0.14144638739526272,4.899868264621414,0.09486557944462849,0.09486557944462849,0.019320067018270493,0.019739650189876556,0.022064484655857086,0.017595134675502777,0.030910801142454147,0.0680721178650856,0.12192437797784805,0.831944465637207
7.0,0.08422511987961255,0.17644137586466968,4.724607925947629,0.08422511987961255,0.08422511987961255,0.024866988882422447,0.02525012381374836,0.02714274264872074,0.02415354549884796,0.04342903569340706,0.09901633858680725,0.1671714335680008,1.0005007982254028
8.0,0.1500911982013629,0.16830414743162692,5.512454024128276,0.1500911982013629,0.1500911982013629,0.020502949133515358,0.020956585183739662,0.023561378940939903,0.018562812358140945,0.03364621475338936,0.07701064646244049,0.14434659481048584,1.0078459978103638
9.0,0.10874167829751968,0.07917042495682836,4.870366466898142,0.10874167829751968,0.10874167829751968,0.017521988600492477,0.01789018325507641,0.019378935918211937,0.016547951847314835,0.027247220277786255,0.05840155482292175,0.10007907450199127,0.3762964904308319
10.0,0.07909347030978936,0.12577464221976697,4.721084869838593,0.07909347030978936,0.07909347030978936,0.017984949052333832,0.018490759655833244,0.020530525594949722,0.01647007465362549,0.02804519608616829,0.0616869181394577,0.11089269816875458,0.7320960164070129
11.0,0.09251965467746441,0.08940263791009784,4.512232270417524,0.09251965467746441,0.09251965467746441,0.019656749442219734,0.0200300682336092,0.021128788590431213,0.018942464143037796,0.03201492503285408,0.068505197763443,0.11437766253948212,0.42056524753570557
12.0,0.10710260214713904,0.17495862883515656,5.088180134001418,0.10710260214713904,0.10710260214713904,0.020456373691558838,0.020830700173974037,0.023450305685400963,0.01854456029832363,0.033931877464056015,0.07885544747114182,0.1513344794511795,1.0522652864456177
13.0,0.11239300639583515,0.07576150842942297,4.732515440228814,0.11239300639583515,0.11239300639583515,0.016617849469184875,0.016965854912996292,0.01824374310672283,0.015896374359726906,0.02478920854628086,0.053110022097826004,0.09028134495019913,0.3701876699924469
14.0,0.07182271864551765,0.11509927990846336,4.557550388698221,0.07182271864551765,0.07182271864551765,0.017354756593704224,0.017755664885044098,0.01952521689236164,0.01608927547931671,0.026685405522584915,0.05897413194179535,0.10911387950181961,0.6552959084510803
15.0,0.09362026991752478,0.09113230998627841,4.578854752475601,0.09362026991752478,0.09362026991752478,0.01849484257400036,0.018639547750353813,0.019555510953068733,0.018005069345235825,0.029381129890680313,0.06356602907180786,0.10097300261259079,0.4604433476924896
16.0,0.10218738907804856,0.16896658716723323,4.927494245609314,0.10218738907804856,0.10218738907804856,0.01992356777191162,0.02027084305882454,0.022799210622906685,0.01811063475906849,0.03273208811879158,0.07580958306789398,0.14576368033885956,1.0163230895996094
17.0,0.10568353161215782,0.07667442155070603,4.5064825097520345,0.10568353161215782,0.10568353161215782,0.016884297132492065,0.01716681756079197,0.01840686984360218,0.016110733151435852,0.02536618523299694,0.05366353690624237,0.09039194881916046,0.3754049837589264
18.0,0.07287978638823216,0.10671948199160397,4.472477336974641,0.07287978638823216,0.07287978638823216,0.01682715117931366,0.017255308106541634,0.018897226080298424,0.015551259741187096,0.025307167321443558,0.05482125282287598,0.0990104153752327,0.6060860753059387
19.0,0.0890107023028227,0.09959901147522032,4.481930626173864,0.0890107023028227,0.0890107023028227,0.018838409334421158,0.018775176256895065,0.01986267976462841,0.01834189146757126,0.029692139476537704,0.06464961916208267,0.10301568359136581,0.5236164927482605
20.0,0.0981332126718301,0.14772238209843636,4.692310975873607,0.0981332126718301,0.0981332126718301,0.01851637288928032,0.018830038607120514,0.021161772310733795,0.017103690654039383,0.02970609813928604,0.0694170668721199,0.13406741619110107,0.8729766011238098
21.0,0.1006850115954876,0.06377563439309597,4.443376093222052,0.1006850115954876,0.1006850115954876,0.016311028972268105,0.016541801393032074,0.017625339329242706,0.01560298353433609,0.023108216002583504,0.04807757958769798,0.07766437530517578,0.2952737510204315
22.0,0.07114488989687882,0.09662249963730574,4.331890580034466,0.07114488989687882,0.07114488989687882,0.01638735830783844,0.01684584841132164,0.018369600176811218,0.015341691672801971,0.0241423100233078,0.05192266032099724,0.0936463251709938,0.5363242030143738
23.0,0.08377909115873851,0.11135160084813833,4.212150790066292,0.08377909115873851,0.08377909115873851,0.019960986450314522,0.01983758620917797,0.021153083071112633,0.019400974735617638,0.03166257217526436,0.06894446909427643,0.11955215781927109,0.590300977230072
24.0,0.0929715705032532,0.1222850161138922,4.624479630140861,0.0929715705032532,0.0929715705032532,0.01724196970462799,0.017572226002812386,0.019564565271139145,0.016147585585713387,0.02640100009739399,0.05994987487792969,0.11577087640762329,0.7056320309638977
