epoch,train_loss,val_window_mae_kwh,grad_norm,dynamics_residual_rmse,loss,w_dynamics,w_state,l_prior,dynamics_residual_mae,w_window,l_window,l_dynamics,w_prior,w_boundary,l_state,l_boundary,val_mae_full_trip
0.0,2.5603075165015,0.4810659885406494,4.994687268856984,0.019266821157473784,2.5603075165015,0.00038598959173004213,1.9057308527139516,0.0013732009608177647,0.014715279309222331,0.6540532960341527,0.6540532960341527,0.00038598959173004213,0.00013732009608177648,0.0,19.05730852713952,0.0,0.4810659885406494
1.0,2.1827808847794166,0.3702371418476105,6.388267279505479,0.022277657515727557,2.1827808847794166,0.0005243302887090697,1.8917481422424318,0.023332897573709488,0.017564969782072764,0.2881750943622767,0.2881750943622767,0.0005243302887090697,0.0023332897573709486,0.0,18.917481422424316,0.0,0.3702371418476105
2.0,2.085923965160663,0.18685968220233917,7.2368578003744455,0.038457066393815555,2.085923965160663,0.0017257075188144182,1.843340356533344,0.04495595323924835,0.023608089424669743,0.23636225467691055,0.23636225467691055,0.0017257075188144182,0.004495595323924835,0.0,18.43340356533344,0.0,0.18685968220233917
3.0,1.9522845286589403,0.4630337059497833,6.613844964930734,0.10109620312085518,1.9522845286589403,0.011501395501769505,1.7281579531156102,0.054237770955436505,0.044958551915792316,0.20720136652772242,0.20720136652772242,0.011501395501769505,0.0054237770955436505,0.0,17.2815795311561,0.0,0.4630337059497833
4.0,1.831762515581571,0.1799807995557785,6.922067084649867,0.2329691189986009,1.831762515581571,0.057651870812361054,1.5700059377230136,0.04973269898730975,0.08805037261201785,0.19913139495138937,0.19913139495138937,0.057651870812361054,0.004973269898730976,0.0,15.700059377230131,0.0,0.1799807995557785
5.0,1.8023848900428185,0.4148901700973511,6.196491797856067,0.2969011882176766,1.8023848900428185,0.09367142474422088,1.4887944331535925,0.051869806547004446,0.11666111648082733,0.21473202691964405,0.21473202691964405,0.09367142474422088,0.005186980654700444,0.0,14.887944331535927,0.0,0.4148901700973511
6.0,1.722550066617819,0.17077891528606415,6.788422513082439,0.2794262377115396,1.722550066617819,0.08290713581328209,1.4486613383659948,0.04516598833008455,0.11188161201201953,0.18646492092655256,0.18646492092655256,0.08290713581328209,0.004516598833008455,0.0,14.48661338365995,0.0,0.17077891528606415
7.0,1.7035191242511456,0.44386613368988037,6.4279641970552275,0.2809455520831622,1.7035191242511456,0.08434706166959725,1.4146478029397818,0.04998695051584106,0.11711008044389579,0.19952551712496921,0.19952551712496921,0.08434706166959725,0.004998695051584108,0.0,14.146478029397818,0.0,0.44386613368988037
8.0,1.6750367742318373,0.23802678287029266,6.8792700205692245,0.2862767485471872,1.6750367742318373,0.08635292746699773,1.3742792019477257,0.05007829689062559,0.11705276026175572,0.20939680833656055,0.20939680833656055,0.08635292746699773,0.005007829689062559,0.0,13.742792019477257,0.0,0.23802678287029266
9.0,1.6158153873223524,0.4775806665420532,6.6021059681329355,0.28208324771661025,1.6158153873223524,0.0840813251068959,1.3418022595919095,0.05506901453750638,0.11705042823002888,0.18442487315489695,0.18442487315489695,0.0840813251068959,0.0055069014537506384,0.0,13.418022595919096,0.0,0.4775806665420532
10.0,1.6148253358327425,0.26362594962120056,7.014283168126206,0.2796962410211563,1.6148253358327425,0.08225124759169725,1.3116852613595817,0.050471037053144895,0.11469287138718826,0.21584172052546188,0.21584172052546188,0.08225124759169725,0.00504710370531449,0.0,13.116852613595816,0.0,0.26362594962120056
11.0,1.5566793771890493,0.48295724391937256,6.735841581203686,0.2754688790211311,1.5566793771890493,0.07961566029832913,1.2819952157827526,0.054006535273331865,0.11462019613155952,0.18966783504359996,0.18966783504359996,0.07961566029832913,0.005400653527333187,0.0,12.819952157827524,0.0,0.48295724391937256
12.0,1.5364640080011809,0.2848007380962372,7.038983860425318,0.27095582966621107,1.5364640080011809,0.07724472765739147,1.2565500589517447,0.04984472863949262,0.11208722740411758,0.19768473527465874,0.19768473527465874,0.07724472765739147,0.004984472863949262,0.0,12.565500589517447,0.0,0.2848007380962372
13.0,1.502965849179488,0.4961177408695221,6.7697904443340144,0.26783304718824535,1.502965849179488,0.0751243015894523,1.2261301572506245,0.05432849495600049,0.11224507311215767,0.19627848589936128,0.19627848589936128,0.0751243015894523,0.005432849495600049,0.0,12.261301572506245,0.0,0.4961177408695221
14.0,1.4541863065499525,0.310836523771286,6.9995296647736875,0.26394478862102216,1.4541863065499525,0.07331578949323067,1.1986974257689258,0.050376881200533644,0.11044114312300315,0.17713538406846616,0.17713538406846616,0.07331578949323067,0.005037688120053364,0.0,11.986974257689257,0.0,0.310836523771286
15.0,1.4433449736008277,0.5256497859954834,6.742539144747111,0.2597863181279256,1.4433449736008277,0.07061138433905748,1.1661555400261512,0.05601678903286274,0.11036182940006256,0.20097636667420515,0.20097636667420515,0.07061138433905748,0.0056016789032862745,0.0,11.661555400261513,0.0,0.5256497859954834
16.0,1.376014062991509,0.3300684690475464,6.989082681767067,0.2535167531325267,1.376014062991509,0.06755511004191178,1.1362801881936884,0.054468414244743496,0.10823141840788034,0.16673188018970764,0.16673188018970764,0.06755511004191178,0.005446841424474349,0.0,11.36280188193688,0.0,0.3300684690475464
