epoch,train_loss,val_window_mae_kwh,grad_norm,loss,w_state,w_window,l_window,l_state,val_mae_soc_event_0.1,val_mae_soc_event_0.2,val_mae_soc_event_0.5,val_mae_time_60s,val_mae_time_120s,val_mae_time_300s,val_mae_time_600s,val_mae_full_trip
0.0,2.1968630919089684,0.34655689215287566,5.7335504989619235,2.1968630919089684,1.905948429841262,0.2909146352456166,0.2909146352456166,19.059484298412617,0.03716014325618744,0.03767907992005348,0.04361854866147041,0.03421909734606743,0.06720497459173203,0.16000697016716003,0.3143504858016968,2.0782158374786377
1.0,2.0646108388900757,0.19299190980382264,6.098476490164507,2.0646108388900757,1.891838286473201,0.172772549952452,0.172772549952452,18.91838286473201,0.0267005804926157,0.02781013958156109,0.031009329482913017,0.024942297488451004,0.04661376774311066,0.10134772956371307,0.20486587285995483,1.0806455612182617
2.0,1.9907297996374278,0.19117694324813783,6.353114721518603,1.9907297996374278,1.84549921475924,0.14523056522011757,0.14523056522011757,18.4549921475924,0.024517951533198357,0.024883151054382324,0.029019057750701904,0.02231660485267639,0.04108043015003204,0.089012011885643,0.1696537435054779,1.1289325952529907
3.0,1.8418829349371104,0.077369385631755,6.070732929031423,1.8418829349371104,1.7182665164654074,0.12361637617533024,0.12361637617533024,17.182665164654072,0.01833483949303627,0.01944568008184433,0.021284982562065125,0.018303947523236275,0.02985052764415741,0.06240077689290047,0.10651818662881851,0.34281614422798157
4.0,1.6623020080419688,0.2065007658675313,6.318557135454726,1.6623020080419688,1.5712987056145307,0.09100328385829926,0.09100328385829926,15.712987056145302,0.024471452459692955,0.024981657043099403,0.02899419330060482,0.022710328921675682,0.042249392718076706,0.095565065741539,0.19197817146778107,1.2210558652877808
5.0,1.628410829947545,0.1206974156666547,6.366727554732824,1.628410829947545,1.475491523742676,0.15291924488085967,0.15291924488085967,14.754915237426758,0.01896136812865734,0.019426379352808,0.022194048389792442,0.017875052988529205,0.03039524145424366,0.06285398453474045,0.11675405502319336,0.6771191954612732
6.0,1.5200301958964422,0.10263077355921268,6.305964269897042,1.5200301958964422,1.4264977601858286,0.09353239089250565,0.09353239089250565,14.264977601858286,0.02258000709116459,0.023683473467826843,0.025956125929951668,0.022298663854599,0.036990758031606674,0.08562054485082626,0.14021152257919312,0.4637050926685333
7.0,1.552900960812202,0.1828483701683581,7.425238118137061,1.552900960812202,1.3714843419881968,0.18141660409478041,0.18141660409478041,13.714843419881968,0.022746458649635315,0.023430366069078445,0.026777448132634163,0.02254347689449787,0.0393233485519886,0.0874537006020546,0.17716243863105774,1.063349723815918
8.0,1.5324700016241808,0.11978487810119987,7.9545842103133335,1.5324700016241808,1.3270939826965333,0.20537599548697472,0.20537599548697472,13.270939826965332,0.02545938827097416,0.026564987376332283,0.030317984521389008,0.024246152490377426,0.0443284846842289,0.08902294188737869,0.1616315245628357,0.5567075610160828
9.0,1.4241582292776842,0.24360993644222617,6.689394253478493,1.4241582292776842,1.304042276969323,0.12011593121748704,0.12011593121748704,13.040422769693228,0.026898415759205818,0.027486953884363174,0.03159477189183235,0.026026954874396324,0.04814161732792854,0.11423831433057785,0.23620520532131195,1.4382872581481934
10.0,1.4922039142021766,0.18007076368667185,6.620113073859628,1.4922039142021766,1.2835033013270452,0.2087006110411424,0.2087006110411424,12.83503301327045,0.02245376817882061,0.022930029779672623,0.02654447965323925,0.020815374329686165,0.03813697397708893,0.0835220217704773,0.16440387070178986,1.0617595911026
11.0,1.348793272788708,0.08526941435411572,6.040898004161395,1.348793272788708,1.2562320782588077,0.09256116587382096,0.09256116587382096,12.562320782588078,0.020296497270464897,0.021061422303318977,0.023883188143372536,0.019877241924405098,0.034101009368896484,0.07209058851003647,0.13698126375675201,0.3538641035556793
12.0,1.334947604399461,0.18082897807471454,6.280661587195851,1.334947604399461,1.2378246637491084,0.09712291480256961,0.09712291480256961,12.37824663749108,0.02249598316848278,0.023240402340888977,0.026827408000826836,0.021789850667119026,0.03854002058506012,0.08811778575181961,0.17576907575130463,1.0498512983322144
13.0,1.3881400869442866,0.1271709285210818,6.425683772809537,1.3881400869442866,1.206640889094426,0.18149916970959076,0.18149916970959076,12.066408890944262,0.019894910976290703,0.020205402746796608,0.023342492058873177,0.018892187625169754,0.03281296789646149,0.06852325052022934,0.12946096062660217,0.7042352557182312
