epoch,train_loss,val_window_mae_kwh,grad_norm,dynamics_residual_rmse,loss,w_dynamics,w_state,l_prior,dynamics_residual_mae,w_window,l_window,l_dynamics,w_prior,w_boundary,l_state,l_boundary
0.0,2.7944807298481464,,6.005310747971901,0.018777164164930582,2.7944807298481464,0.0003753728442461579,2.126957190036774,0.003266377489808292,0.014209113200195134,0.6668214965611696,0.6668214965611696,0.0003753728442461579,0.0003266377489808292,0.0,21.269571900367737,0.0
1.0,2.340929299592972,,8.108196871703791,0.025577647902537137,2.340929299592972,0.0007415204445351264,2.0990875989198683,0.028163009090349078,0.018088984536007047,0.2382838592675398,0.2382838592675398,0.0007415204445351264,0.002816300909034908,0.0,20.990875989198685,0.0
2.0,2.217881068587303,,8.197893100921897,0.07234330964274704,2.217881068587303,0.006506660422019195,1.99964140355587,0.04459253104869276,0.031379897496663034,0.20727372326655313,0.20727372326655313,0.006506660422019195,0.004459253104869276,0.0,19.9964140355587,0.0
3.0,2.070847662165761,,8.02496241138408,0.22312253341078758,2.070847662165761,0.054013060056604445,1.8085224658250811,0.03086354909464717,0.07785896910354495,0.2052257200703025,0.2052257200703025,0.054013060056604445,0.003086354909464717,0.0,18.08522465825081,0.0
