epoch,train_loss,val_window_mae_kwh,grad_norm,w_window,l_window
0.0,0.357196943834424,,7.05264223833744,0.357196943834424,0.357196943834424
1.0,0.1733569543187817,,6.877744086092073,0.1733569543187817,0.1733569543187817
2.0,0.19387134909629822,,7.657804782098908,0.19387134909629822,0.19387134909629822
3.0,0.16068380108724037,,6.502155412206675,0.16068380108724037,0.16068380108724037
4.0,0.13067517584810653,,6.718401895397217,0.13067517584810653,0.13067517584810653
5.0,0.08865188838293155,,6.348668896003644,0.08865188838293155,0.08865188838293155
6.0,0.092723257218798,,6.3185226119343545,0.092723257218798,0.092723257218798
7.0,0.08101675938814878,,6.059844833371829,0.08101675938814878,0.08101675938814878
8.0,0.11607360218962033,,6.427624585896047,0.11607360218962033,0.11607360218962033
9.0,0.14872619354476532,,5.999298003186426,0.14872619354476532,0.14872619354476532
10.0,0.09943192514280479,,6.045537059521273,0.09943192514280479,0.09943192514280479
11.0,0.08747763621310393,,6.0145135981196125,0.08747763621310393,0.08747763621310393
12.0,0.08841057463238637,,5.719804232963447,0.08841057463238637,0.08841057463238637
13.0,0.06563183603187402,,5.469328968868208,0.06563183603187402,0.06563183603187402
14.0,0.1727461547901233,,6.471602101246798,0.1727461547901233,0.1727461547901233
15.0,0.0999726556862394,,5.672737765828157,0.0999726556862394,0.0999726556862394
16.0,0.07930121819178264,,5.657582678800328,0.07930121819178264,0.07930121819178264
17.0,0.09243820204089086,,5.347425015877426,0.09243820204089086,0.09243820204089086
18.0,0.10694424776981275,,5.917783306059868,0.10694424776981275,0.10694424776981275
19.0,0.11465102372070153,,5.537413015684298,0.11465102372070153,0.11465102372070153
20.0,0.07187718944624066,,5.5534677560153165,0.07187718944624066,0.07187718944624066
21.0,0.06757565711935361,,5.44811389045196,0.06757565711935361,0.06757565711935361
22.0,0.0816626852999131,,5.527113262500657,0.0816626852999131,0.0816626852999131
23.0,0.10445412124196689,,5.482724105485456,0.10445412124196689,0.10445412124196689
