epoch,train_loss,val_window_mae_kwh,grad_norm,w_window,l_window
0.0,0.37857846977810067,,7.773949074311211,0.37857846977810067,0.37857846977810067
1.0,0.1509161569798986,,7.601863588918625,0.1509161569798986,0.1509161569798986
2.0,0.18767619412392378,,8.280129455048957,0.18767619412392378,0.18767619412392378
3.0,0.15612079792966446,,7.269708475899012,0.15612079792966446,0.15612079792966446
4.0,0.11971904865155618,,7.5266562237559285,0.11971904865155618,0.11971904865155618
5.0,0.12091020339479049,,6.752937072529903,0.12091020339479049,0.12091020339479049
6.0,0.14052654150873423,,7.141901211869669,0.14052654150873423,0.14052654150873423
7.0,0.10949925643702348,,6.51180844599788,0.10949925643702348,0.10949925643702348
8.0,0.12145562780400117,,7.1177387914737436,0.12145562780400117,0.12145562780400117
9.0,0.1477491625895103,,6.487200175354405,0.1477491625895103,0.1477491625895103
10.0,0.08189321712901194,,6.449585341569264,0.08189321712901194,0.08189321712901194
11.0,0.09226219542324543,,6.444881915642196,0.09226219542324543,0.09226219542324543
12.0,0.09781243745237589,,6.260133958295067,0.09781243745237589,0.09781243745237589
13.0,0.14008762563268343,,6.9309915162189535,0.14008762563268343,0.14008762563268343
14.0,0.1170295849442482,,6.162649097148177,0.1170295849442482,0.1170295849442482
15.0,0.0698278360068798,,6.144205887509035,0.0698278360068798,0.0698278360068798
16.0,0.08877719007432461,,6.237163388720244,0.08877719007432461,0.08877719007432461
17.0,0.06928340221444766,,5.9002093273046405,0.06928340221444766,0.06928340221444766
18.0,0.16497759396831194,,6.863178900417423,0.16497759396831194,0.16497759396831194
19.0,0.09545446404566367,,5.885772638192985,0.09545446404566367,0.09545446404566367
20.0,0.08285424734155337,,6.108351382472654,0.08285424734155337,0.08285424734155337
21.0,0.09350223777194817,,5.850549205327152,0.09350223777194817,0.09350223777194817
22.0,0.07272835603604715,,5.948352993611071,0.07272835603604715,0.07272835603604715
23.0,0.08031037325660388,,5.7416120375771955,0.08031037325660388,0.08031037325660388
24.0,0.07316368476798137,,5.787873536100943,0.07316368476798137,0.07316368476798137
25.0,0.09197325352579355,,6.095482826510664,0.09197325352579355,0.09197325352579355
26.0,0.10136951071520646,,5.814227071148221,0.10136951071520646,0.10136951071520646
27.0,0.08412906325732668,,5.979889439471063,0.08412906325732668,0.08412906325732668
28.0,0.08560995478183031,,5.671728018350127,0.08560995478183031,0.08560995478183031
29.0,0.07305687945336103,,5.840348707740809,0.07305687945336103,0.07305687945336103
