epoch,train_loss,val_window_mae_kwh,grad_norm,l_state,w_state,w_boundary,w_prior,w_dynamics,dynamics_residual_mae,loss,l_window,l_boundary,dynamics_residual_rmse,w_window,l_prior,l_dynamics
0.0,2.2278738021850586,,0.9674046662327319,20.97904670238495,2.0979046702384947,0.0,0.00037719950976224933,0.0,0.014357558684423566,2.2278738021850586,0.1295918868854642,0.0,0.019150448846630752,0.1295918868854642,0.0037719950976224936,0.00039388626100844704
1.0,2.094211410731077,,1.250266104597992,20.295470505952835,2.0295470505952835,0.0,0.0038423191523179415,0.0,0.02326578227803111,2.094211410731077,0.060822063125669956,0.0,0.047296077595092356,0.060822063125669956,0.03842319152317941,0.0031255240046448307
2.0,1.9063477888703346,,1.2927154726592107,18.440294414758682,1.8440294414758684,0.0,0.00494583499385044,0.0,0.07034800224937499,1.9063477888703346,0.05737250449601561,0.0,0.2128569600172341,0.05737250449601561,0.0494583499385044,0.05125395831419155
3.0,1.7515386193990707,,1.4336796804936927,16.868064790964127,1.6868064790964128,0.0,0.004543542035389692,0.0,0.1544299521483481,1.7515386193990707,0.06018857564777136,0.0,0.4352220054715872,0.06018857564777136,0.045435420353896916,0.19457847764715552
4.0,1.6309394482523203,,1.550978364528984,15.682627201080322,1.5682627201080321,0.0,0.002593797555891797,0.0,0.19898234494030476,1.6309394482523203,0.060082894284278154,0.0,0.5533345006406307,0.060082894284278154,0.02593797555891797,0.3175733145326376
5.0,1.554895170032978,,1.819314020981329,14.893984854221344,1.4893984854221345,0.0,0.0029681888932827864,0.0,0.20013923570513725,1.554895170032978,0.06252845644485205,0.0,0.6154991034418344,0.06252845644485205,0.02968188893282786,0.3878014376387
6.0,1.5017617642879486,,2.0818615792260844,14.342843651771545,1.4342843651771546,0.0,0.0024295743787661195,0.0,0.19982723239809275,1.5017617642879486,0.06504778400994837,0.0,0.6799705363810062,0.06504778400994837,0.024295743787661195,0.47344665974378586
7.0,1.4651620984077454,,2.013919364852289,14.038051813840866,1.4038051813840866,0.0,0.0042513633496128024,0.0,0.21393036842346191,1.4651620984077454,0.057105517596937716,0.0,0.7379827164113522,0.057105517596937716,0.04251363349612802,0.558367881923914
8.0,1.4679387658834457,,2.305325746607484,13.836957335472107,1.3836957335472106,0.0,0.0025316560080682394,0.0,0.2050424162298441,1.4679387658834457,0.08171136130113155,0.0,0.7557208593934774,0.08171136130113155,0.025316560080682393,0.5921000642701983
9.0,1.4439197219908237,,2.145816868789254,13.666938036680222,1.3666938036680223,0.0,0.0037512543494813144,0.0,0.21537962136790156,1.4439197219908237,0.07347462652251124,0.0,0.7643519975244999,0.07347462652251124,0.037512543494813144,0.6003615651279688
