epoch,train_loss,val_window_mae_kwh,grad_norm,w_window,l_prior,l_boundary,w_state,dynamics_residual_mae,w_prior,l_state,l_dynamics,loss,w_boundary,dynamics_residual_rmse,l_window,w_dynamics,val_mae_soc_event_0.1,val_mae_soc_event_0.2,val_mae_soc_event_0.5,val_mae_time_60s,val_mae_time_120s,val_mae_time_300s,val_mae_time_600s,val_mae_full_trip
0.0,3.329012060165405,0.12406121334061027,1.451979192648405,0.17482054829597474,0.0001433569828805048,0.0,3.1539829635620125,0.00911727249622345,1.4335698288050483e-05,31.539829635620116,0.0001942734350450337,3.329012060165405,0.0,0.01392529234290123,0.17482054829597474,0.0001942734350450337,0.013676130212843418,0.01404125988483429,0.015446791425347328,0.014191350899636745,0.0213592741638422,0.0489194318652153,0.08319908380508423,0.7816563844680786
1.0,3.2807618141174317,0.06615859153680503,1.5442054868459607,0.13484293222427368,0.002073941333219409,0.0,3.145496330261231,0.00986272543668747,0.00020739413332194088,31.454963302612306,0.0002151177846826613,3.2807618141174317,0.0,0.014652081951498985,0.13484293222427368,0.0002151177846826613,0.012283050455152988,0.012657013721764088,0.014232595451176167,0.012765548191964626,0.018383800983428955,0.040362339466810226,0.06532243639230728,0.35326194763183594
2.0,3.2051777839660645,0.059011248871684074,1.6672971592362393,0.07487683296203614,0.010050369519740343,0.0,3.128964958190918,0.011604263447225094,0.0010050369519740343,31.28964958190918,0.00033090377983171495,3.2051777839660645,0.0,0.018130164593458176,0.07487683296203614,0.00033090377983171495,0.012053081765770912,0.012309427373111248,0.014571730978786945,0.012183062732219696,0.01823057420551777,0.038623493164777756,0.06441228091716766,0.2997063398361206
3.0,3.1486487865447996,0.11363699904177338,1.938415922374944,0.04778527319431305,0.029776957258582114,0.0,3.097012825012207,0.015255200490355492,0.0029776957258582115,30.97012825012207,0.0008729130844585597,3.1486487865447996,0.0,0.029269345849752427,0.04778527319431305,0.0008729130844585597,0.013097455725073814,0.013332071714103222,0.016188377514481544,0.01308479905128479,0.02064804546535015,0.0446808747947216,0.08359790593385696,0.7044664621353149
4.0,3.10048246383667,0.07040069426875561,2.0014056930166846,0.05320617817342281,0.03328469470143318,0.0,3.04088306427002,0.021123035252094267,0.0033284694701433185,30.408830642700195,0.003064757282845676,3.10048246383667,0.0,0.054681965708732606,0.05320617817342281,0.003064757282845676,0.012303712777793407,0.012549840845167637,0.014946362935006618,0.012403350323438644,0.01865314319729805,0.04017631337046623,0.06693191826343536,0.38524091243743896
5.0,3.0110848426818846,0.05009401112329215,1.8064610861539827,0.03769486136734486,0.020998396165668964,0.0,2.9611240386962896,0.03204640597105026,0.0020998396165668965,29.61124038696289,0.010166048910468817,3.0110848426818846,0.0,0.0997307077050209,0.03769486136734486,0.010166048910468817,0.012019073590636253,0.012327938340604305,0.014369655400514603,0.012290799990296364,0.018047306686639786,0.03867887705564499,0.06047353893518448,0.2325448989868164
6.0,2.9321473121643065,0.05132250627502799,1.8906479598852493,0.04201087057590484,0.019410347379744054,0.0,2.8614621353149414,0.048436831682920456,0.0019410347379744054,28.614621353149413,0.02673312872648239,2.9321473121643065,0.0,0.1621084451675415,0.04201087057590484,0.02673312872648239,0.012180129066109657,0.012441647239029408,0.014673206955194473,0.012365219183266163,0.018422875553369522,0.039564795792102814,0.06258345395326614,0.23834872245788574
7.0,2.8441805839538574,0.07388185942545533,2.033807438374331,0.037548803165555,0.023569217883050442,0.0,2.7513664245605467,0.06206988990306854,0.0023569217883050446,27.51366424560547,0.0529083363711834,2.8441805839538574,0.0,0.22817066311836243,0.037548803165555,0.0529083363711834,0.012486190535128117,0.012708463706076145,0.015179648995399475,0.012620793655514717,0.018933754414319992,0.041140276938676834,0.06691492348909378,0.4110708236694336
8.0,2.7639543056488036,0.0757928506936878,2.242332687548699,0.0358185775578022,0.0252883218228817,0.0,2.6440840911865235,0.06333164647221565,0.0025288321822881698,26.440840911865234,0.08152277693152428,2.7639543056488036,0.0,0.2826740503311157,0.0358185775578022,0.08152277693152428,0.012495911680161953,0.012746486812829971,0.015198838897049427,0.01263621635735035,0.018876686692237854,0.041158486157655716,0.0672430545091629,0.4259871244430542
9.0,2.690579414367676,0.07443074800539762,2.468146890289563,0.031179497390985488,0.024407153017818928,0.0,2.548025054931641,0.055150778591632844,0.002440715301781893,25.480250549316406,0.10893409252166748,2.690579414367676,0.0,0.32625353932380674,0.031179497390985488,0.10893409252166748,0.012480833567678928,0.012757273390889168,0.015177967958152294,0.012618337757885456,0.018803702667355537,0.04113161191344261,0.06662406772375107,0.4158521890640259
