epoch,train_loss,val_window_mae_kwh,grad_norm,w_window,l_window
0.0,0.3386439581712087,,7.019693260513573,0.3386439581712087,0.3386439581712087
1.0,0.12893253999451795,,7.164751749631627,0.12893253999451795,0.12893253999451795
2.0,0.10917386971414089,,6.971247445314895,0.10917386971414089,0.10917386971414089
3.0,0.11602677560100953,,6.665308088528055,0.11602677560100953,0.11602677560100953
4.0,0.1513385676468412,,7.113777912692236,0.1513385676468412,0.1513385676468412
5.0,0.15036921172092357,,6.066605040278428,0.15036921172092357,0.15036921172092357
6.0,0.0727668001006047,,5.5148952180304605,0.0727668001006047,0.0727668001006047
7.0,0.13661106241246065,,6.3831512780909385,0.13661106241246065,0.13661106241246065
8.0,0.13260994851589203,,5.736171024687497,0.13260994851589203,0.13260994851589203
9.0,0.05610712648679813,,4.598726398219519,0.05610712648679813,0.05610712648679813
10.0,0.08150469620401661,,5.643722155577643,0.08150469620401661,0.08150469620401661
11.0,0.10942280478775501,,5.587471615156516,0.10942280478775501,0.10942280478775501
12.0,0.07376521329085033,,5.344871137741415,0.07376521329085033,0.07376521329085033
13.0,0.07840796435872714,,5.759366987810183,0.07840796435872714,0.07840796435872714
14.0,0.1168883042410016,,5.627511121345999,0.1168883042410016,0.1168883042410016
15.0,0.06486471152553956,,5.454268110211154,0.06486471152553956,0.06486471152553956
16.0,0.07553808732579152,,5.156416859443931,0.07553808732579152,0.07553808732579152
17.0,0.05957805768897136,,5.326111488466203,0.05957805768897136,0.05957805768897136
18.0,0.05779795224467913,,5.166738954078414,0.05779795224467913,0.05779795224467913
19.0,0.07027096829066674,,5.522377056230243,0.07027096829066674,0.07027096829066674
20.0,0.09029024032255013,,5.253489987683481,0.09029024032255013,0.09029024032255013
21.0,0.0880860099568963,,5.355969897671582,0.0880860099568963,0.0880860099568963
22.0,0.07819756555060546,,5.001056411072401,0.07819756555060546,0.07819756555060546
23.0,0.054992834106087685,,5.162398494474385,0.054992834106087685,0.054992834106087685
24.0,0.05788044910877943,,5.408528173398703,0.05788044910877943,0.05788044910877943
25.0,0.11083038337528706,,5.233366334711785,0.11083038337528706,0.11083038337528706
26.0,0.05420795176178217,,5.245036024581718,0.05420795176178217,0.05420795176178217
27.0,0.06087458971887827,,4.810920133116542,0.06087458971887827,0.06087458971887827
28.0,0.07279119516412418,,5.252508219398117,0.07279119516412418,0.07279119516412418
29.0,0.11508943093940616,,5.0148490021134675,0.11508943093940616,0.11508943093940616
