epoch,train_loss,val_window_mae_kwh,grad_norm,w_window,l_window
0.0,0.36424082269271213,,7.230537573096829,0.36424082269271213,0.36424082269271213
1.0,0.19518349474916855,,7.186886426236367,0.19518349474916855,0.19518349474916855
2.0,0.17268566663066545,,7.703287784717603,0.17268566663066545,0.17268566663066545
3.0,0.15328377236922583,,6.708664096526573,0.15328377236922583,0.15328377236922583
4.0,0.09198978853722413,,6.607336277405089,0.09198978853722413,0.09198978853722413
5.0,0.11195617479582627,,6.362495986936093,0.11195617479582627,0.11195617479582627
6.0,0.1431719216828545,,7.133780100656775,0.1431719216828545,0.1431719216828545
7.0,0.14233742095530033,,6.221486886076257,0.14233742095530033,0.14233742095530033
8.0,0.0916273882612586,,6.256247002984568,0.0916273882612586,0.0916273882612586
9.0,0.10484510442862909,,6.183279561945973,0.10484510442862909,0.10484510442862909
10.0,0.07939397605756919,,5.896781365141462,0.07939397605756919,0.07939397605756919
11.0,0.13874375137190023,,6.663921364344294,0.13874375137190023,0.13874375137190023
12.0,0.14312293039013943,,6.08425659488676,0.14312293039013943,0.14312293039013943
13.0,0.07693987851962447,,5.963851719408552,0.07693987851962447,0.07693987851962447
14.0,0.09159944268564384,,5.910106366721216,0.09159944268564384,0.09159944268564384
15.0,0.08877681257824104,,6.032339992016204,0.08877681257824104,0.08877681257824104
16.0,0.0972428172826767,,5.824967407499027,0.0972428172826767,0.0972428172826767
17.0,0.10947862174361944,,6.193184765906865,0.10947862174361944,0.10947862174361944
18.0,0.12431224621832371,,5.739896936038246,0.12431224621832371,0.12431224621832371
19.0,0.07292762910947204,,4.745309165728284,0.07292762910947204,0.07292762910947204
20.0,0.08382688990483682,,5.784829174098029,0.08382688990483682,0.08382688990483682
21.0,0.07718572206795216,,5.4663050507099635,0.07718572206795216,0.07718572206795216
22.0,0.08090085194756587,,5.785604754671344,0.08090085194756587,0.08090085194756587
23.0,0.11118766448150079,,5.53752733752987,0.11118766448150079,0.11118766448150079
24.0,0.08779225607092182,,5.98345739971484,0.08779225607092182,0.08779225607092182
25.0,0.12299741121629874,,5.685323203981504,0.12299741121629874,0.12299741121629874
26.0,0.06282630547260244,,5.401615482256383,0.06282630547260244,0.06282630547260244
27.0,0.07162167100856702,,5.4664130423635235,0.07162167100856702,0.07162167100856702
28.0,0.08115128210435311,,5.601161181051307,0.08115128210435311,0.08115128210435311
29.0,0.07675711375971635,,5.317386913154815,0.07675711375971635,0.07675711375971635
30.0,0.08577908451358478,,5.694903062915807,0.08577908451358478,0.08577908451358478
31.0,0.09653412085026503,,5.456654715041345,0.09653412085026503,0.09653412085026503
32.0,0.08679614464441936,,5.657468228802806,0.08679614464441936,0.08679614464441936
33.0,0.07019152119755745,,5.291141016880282,0.07019152119755745,0.07019152119755745
34.0,0.11962250309685867,,6.003674717147032,0.11962250309685867,0.11962250309685867
35.0,0.09513037496556838,,5.446688566332441,0.09513037496556838,0.09513037496556838
36.0,0.07404678252836068,,5.415716513365463,0.07404678252836068,0.07404678252836068
37.0,0.08692048769444227,,5.271360423509676,0.08692048769444227,0.08692048769444227
38.0,0.09389783317844073,,5.782843928549668,0.09389783317844073,0.09389783317844073
39.0,0.10227392675975959,,5.380668924073515,0.10227392675975959,0.10227392675975959
40.0,0.06469584939380486,,5.342794343103471,0.06469584939380486,0.06469584939380486
41.0,0.07629960930595796,,5.138858425981232,0.07629960930595796,0.07629960930595796
42.0,0.10562303351859252,,5.697947782123117,0.10562303351859252,0.10562303351859252
43.0,0.09330381328860919,,5.243657136176891,0.09330381328860919,0.09330381328860919
44.0,0.07002714059005181,,5.336766435056377,0.07002714059005181,0.07002714059005181
45.0,0.0836897927025954,,5.328470065643489,0.0836897927025954,0.0836897927025954
46.0,0.0648710501069824,,5.240818894407704,0.0648710501069824,0.0648710501069824
47.0,0.06624670544018348,,5.076078873540728,0.06624670544018348,0.06624670544018348
48.0,0.08916446721802156,,5.594451235553337,0.08916446721802156,0.08916446721802156
49.0,0.10244786025335391,,5.3709840430862785,0.10244786025335391,0.10244786025335391
50.0,0.06228823711474737,,5.029273145411506,0.06228823711474737,0.06228823711474737
51.0,0.06695805955678225,,5.139441962849202,0.06695805955678225,0.06695805955678225
52.0,0.06481827298800151,,4.99812483618304,0.06481827298800151,0.06481827298800151
53.0,0.061320556638141475,,4.97423625775634,0.061320556638141475,0.061320556638141475
