assumption,value,physics_mae_kwh,mean_observed_energy_kwh,note,constant_mae_vs_relabelled_kwh,physics_mae_vs_relabelled_kwh,elasticnet_mae_vs_relabelled_kwh,weak_mlp_mae_vs_relabelled_kwh,mlp_state_mae_vs_relabelled_kwh,pinn_no_dynamics_mae_vs_relabelled_kwh,pinn_fulltrip_mae_vs_relabelled_kwh,pinn_mae_vs_relabelled_kwh
battery_capacity_kwh,5.5,0.5587478065913524,2.428864705882353,E_obs scales with assumed usable capacity. Physics energy does not. PINN P_hat from the 6.0 kWh protocol is not retrained.,0.34955614973341154,0.5587478065913523,0.23085023536588273,0.5209827430196058,0.4569124151924336,0.3281758795122055,0.24929059346135957,0.30673272873552704
battery_capacity_kwh,6.0,0.7795536889442934,2.6496705882352938,E_obs scales with assumed usable capacity. Physics energy does not. PINN P_hat from the 6.0 kWh protocol is not retrained.,0.24875400386207094,0.7795536889442934,0.16729987446409755,0.47514187787090767,0.37218192202915024,0.27765886800937406,0.24278444607670222,0.29491429839148414
battery_capacity_kwh,6.5,1.0003595712972344,2.8704764705882355,E_obs scales with assumed usable capacity. Physics energy does not. PINN P_hat from the 6.0 kWh protocol is not retrained.,0.26670870935545454,1.0003595712972344,0.2945235254489875,0.46191599108619635,0.35105292328089666,0.33241778185502496,0.3615262579205898,0.3599543482799668
