Date,Time,Soc,Speed,Mode,Lat,Lon,Alt,GpsSpeed,ExactSpeed,Odometer,Traffic,Temperature,Humidity,Weather,WindSpeed,WindDirection,Pressure,SpeedLimit,Id,Data,,,,,,,
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC7,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC7,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x424,0x11,0x40,0x15,0x28,0x4B,0x64,0x00,0x4D
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x424,0x11,0x40,0x15,0x28,0x4B,0x64,0x00,0x4D
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x424,0x11,0x40,0x15,0x28,0x4B,0x64,0x00,0x4D
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x5D7,0x00,0x00,0x00,0x37,0xF8,0x60,0x00,
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x59B,0x80,0x0D,0x64,0x3F,0x64,0x71,0x00,0x90
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC8,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC8,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x69F,0xF3,0x07,0x61,0x80,,,,
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x423,0x03,0x22,0xFF,0xFF,0x00,0xE0,0x00,0xDB
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC9,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x5D7,0x00,0x0B,0x00,0x37,0xF8,0x60,0x00,
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC9,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x423,0x03,0x22,0xFF,0xFF,0x00,0xE0,0x00,0xDB
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x196,0x00,0xFF,0xE7,0x7F,0x70,0x73,0x0B,0x00
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x5D7,0x00,0x0B,0x00,0x37,0xF8,0x60,0x00,
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x5D7,0x00,0x0B,0x00,0x37,0xF8,0x60,0x00,
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC9,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7C,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC9,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC9,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x599,0x00,0x00,0x08,0xF4,0xFF,0x34,0x00,0x00
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC9,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x436,0x00,0x00,0x4A,0xBC,0x00,0x00,,
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC9,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC9,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x59B,0x80,0x0D,0x64,0x00,0x64,0x72,0x00,0x90
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x423,0x03,0x22,0xFF,0xFF,0x00,0xE0,0x00,0xDB
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC9,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0.11,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x5D7,0x00,0x00,0x00,0x37,0xF8,0x60,0x00,
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC9,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x19F,0xFF,0xFF,0x7D,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC8,0x54,0x78,0xB8,0x00,0x71
6/7/2021,15:36:20,77.26,0,N,33.953671,-6.8514352,86,0.05556,0,2292.54,LOW,26.1,59,Clouds,3.62,317,1013,60,0x155,0x07,0x97,0xC6,0x54,0x78,0xB8,0x00,0x71
