Date,Time,Soc,Speed,Mode,Lat,Lon,Alt,GpsSpeed,ExactSpeed,Odometer,Traffic,Temperature,Humidity,Weather,WindSpeed,WindDirection,Pressure,SpeedLimit,Id,Data,,,,,,,
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x436,0x00,0x00,0x4A,0xC0,0x00,0x00,,
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x61,0x54,0x77,0x40,0x00,0x6F
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x7F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x8F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x66,0x54,0x77,0x40,0x00,0x6F
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x68,0x54,0x77,0x40,0x00,0x6F
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x7F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x59B,0x80,0x0C,0x6C,0x5B,0x44,0x70,0x00,0x90
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x556,0x31,0xC3,0x1C,0x31,0xD3,0x1D,0x31,0xFA
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x68,0x54,0x77,0x40,0x00,0x6F
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x6F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x5F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x6F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x6D,0x54,0x77,0x40,0x00,0x6F
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x6F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x5F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x4F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x6B,0x54,0x77,0x40,0x00,0x6F
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x5F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x4F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x6D,0x54,0x77,0x40,0x00,0x6F
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x6F,0x54,0x77,0x40,0x00,0x6F
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x70,0x54,0x77,0x40,0x00,0x6F
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x6F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.32,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x59B,0x80,0x0C,0x6B,0x56,0x44,0x70,0x00,0x90
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x71,0x54,0x77,0x38,0x00,0x6F
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x7B,0x54,0x77,0x38,0x00,0x6F
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xBF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x4F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x00,0x54,0x77,0x38,0x00,0x6F
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,28.08,2293.88,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x9F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x5D7,0x0B,0x7D,0x00,0x38,0x00,0xD0,0x00,
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x96,0xFE,0x54,0x77,0x38,0x00,0x6F
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x59B,0x80,0x0C,0x74,0x74,0x44,0x70,0x00,0x90
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x423,0x03,0x22,0xFF,0xFF,0x00,0xE0,0x00,0xDB
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x9F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x04,0x54,0x77,0x38,0x00,0x6F
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xBF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xBF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x03,0x54,0x77,0x38,0x00,0x6F
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x02,0x54,0x77,0x38,0x00,0x6F
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x196,0x00,0xFF,0xE7,0x83,0xF0,0x7A,0x0B,0x00
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x8F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x9F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x01,0x54,0x77,0x38,0x00,0x6F
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0x8F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xBF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xDF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x08,0x54,0x77,0x38,0x00,0x6F
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xAF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x59B,0x80,0x0C,0x74,0x73,0x44,0x70,0x00,0x90
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x424,0x11,0x40,0x15,0x28,0x4C,0x64,0x00,0x4D
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x08,0x54,0x77,0x38,0x00,0x6F
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xBF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xAF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.3,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xEF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x0A,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xEF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x0B,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x196,0x00,0xFF,0xE7,0x82,0xF0,0x7A,0x0B,0x00
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x0B,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.41,2293.89,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xDF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x5D7,0x0B,0xA9,0x00,0x38,0x00,0xE0,0x00,
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x09,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x59E,0x3A,0xFB,0x10,0xFB,0xD4,0x56,0x00,0x00
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xBF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xCF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x08,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xBF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xEF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x0F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x0C,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xEF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xCF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x436,0x00,0x00,0x4A,0xC0,0x00,0x00,,
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x04,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xEF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xDF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x04,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x196,0x00,0xFF,0xE7,0x82,0xF0,0x7A,0x0B,0x00
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xCF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x59B,0x80,0x0C,0x74,0x74,0x44,0x70,0x00,0x90
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x06,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x080,,,,,,,,
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xEF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x97,0x04,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xEF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x59B,0x80,0x0C,0x74,0x74,0x44,0x70,0x00,0x90
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xBF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8D,0xFF,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x080,,,,,,,,
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.85,2293.9,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x96,0xCC,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x5D7,0x0B,0xB5,0x00,0x38,0x00,0xF0,0x00,
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x3F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x96,0xB2,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x96,0xAF,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x59E,0x3B,0x55,0x10,0xFB,0xD4,0x55,0x00,0x00
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x5F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x2F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x96,0xA4,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x7F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x5F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x2F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x96,0x9A,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x6F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x5F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x436,0x00,0x00,0x4A,0xC0,0x00,0x00,,
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x96,0x94,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x6F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x5F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x96,0x85,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x196,0x00,0xFF,0xE7,0x86,0x70,0x7A,0x0B,0x00
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x6F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x59B,0x80,0x0C,0x7F,0x8E,0x44,0x6F,0x00,0x90
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x96,0x7F,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x96,0x7C,0x54,0x77,0x30,0x00,0x6F
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x9F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x9F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.28,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x19F,0xFF,0xFF,0x8E,0x7F,0x38,0xFF,0x40,0xFE
6/7/2021,15:40:30,76.26,27.52,D,33.949421,-6.8601975,88,26.705839,29.97,2293.91,LOW,26,59,Clouds,3.61,317,1013,40,0x155,0x07,0x96,0x73,0x54,0x77,0x28,0x00,0x6F
