epoch,train_loss,val_window_mae_kwh,grad_norm,l_state,w_state,w_boundary,w_prior,w_dynamics,dynamics_residual_mae,loss,l_window,l_boundary,dynamics_residual_rmse,w_window,l_prior,l_dynamics
0.0,2.1230315528810024,,0.8660730485806486,19.90714144706726,1.990714144706726,0.0,0.0003112885539053423,0.0004054427736264188,0.014873031585011631,2.1230315528810024,0.13160066585987806,0.0,0.019527363416273147,0.13160066585987806,0.0031128855390534227,0.0004054427736264188
1.0,1.9960281886160374,,1.1446640540079456,19.202147871255875,1.9202147871255877,0.0,0.0027625716058537367,0.003352578391059069,0.02743704302702099,1.9960281886160374,0.06969823630061,0.0,0.05133740766905248,0.06969823630061,0.027625716058537364,0.003352578391059069
2.0,1.8506827019155025,,1.158638531707541,17.51125630736351,1.7511256307363512,0.0,0.003976932604564354,0.03816312097478658,0.07384054968133569,1.8506827019155025,0.05741698236670345,0.0,0.18936324073001742,0.05741698236670345,0.03976932604564354,0.03816312097478658
3.0,1.7715998366475105,,1.155779446110618,16.31528514623642,1.631528514623642,0.0,0.004777432908304036,0.07227979158051312,0.10437776241451502,1.7715998366475105,0.06301406736019999,0.0,0.2612017747014761,0.06301406736019999,0.04777432908304036,0.07227979158051312
4.0,1.693556796759367,,1.2317540673965492,15.49815919995308,1.549815919995308,0.0,0.0043351567117497335,0.07673184690065682,0.11069543426856399,1.693556796759367,0.06267383787781,0.0,0.2698179520666599,0.06267383787781,0.043351567117497325,0.07673184690065682
5.0,1.6256655640900135,,1.4230423403285788,14.740464121103287,1.474046412110329,0.0,0.0034637875214684755,0.08795706741511822,0.11547564622014761,1.6256655640900135,0.06019826035480946,0.0,0.29206168558448553,0.06019826035480946,0.034637875214684755,0.08795706741511822
6.0,1.5741415433585644,,1.5499408441884543,14.30852085351944,1.430852085351944,0.0,0.0037988845899235464,0.08465730911120772,0.1112177474424243,1.5741415433585644,0.05483327026013285,0.0,0.28779158648103476,0.05483327026013285,0.03798884589923546,0.08465730911120772
7.0,1.553160771727562,,1.7073749899082666,13.97395345568657,1.397395345568657,0.0,0.0031876231281785295,0.08835305762477219,0.11222767690196633,1.553160771727562,0.0642247125506401,0.0,0.2928055068477988,0.0642247125506401,0.031876231281785294,0.08835305762477219
8.0,1.5101420879364014,,1.6192885768365777,13.698754668235779,1.369875466823578,0.0,0.004847216577036307,0.0799044705927372,0.10972312185913324,1.5101420879364014,0.05551488953642547,0.0,0.27790539246052504,0.05551488953642547,0.04847216577036306,0.0799044705927372
9.0,1.5143697522580624,,1.7870865781491208,13.418370485305786,1.3418370485305786,0.0,0.004556791583308951,0.08990271901711822,0.11390960868448019,1.5143697522580624,0.07807317702099681,0.0,0.29471189249306917,0.07807317702099681,0.0455679158330895,0.08990271901711822
10.0,1.4504325538873672,,1.5781560801085468,13.11989763379097,1.3119897633790971,0.0,0.004425102635286749,0.07964854233432561,0.10858154203742743,1.4504325538873672,0.05436913901939988,0.0,0.2742313053458929,0.05436913901939988,0.044251026352867484,0.07964854233432561
11.0,1.4426240921020508,,1.780684467072747,12.882022649049759,1.2882022649049758,0.0,0.004075624217512086,0.0864154624287039,0.11256041843444109,1.4426240921020508,0.06393068109173328,0.0,0.28847213834524155,0.06393068109173328,0.04075624217512086,0.0864154624287039
12.0,1.3932685106992722,,1.6229356810442457,12.467451721429825,1.2467451721429825,0.0,0.004971239448059351,0.07942199823446572,0.10680109215900302,1.3932685106992722,0.06213007715996355,0.0,0.27308707498013973,0.06213007715996355,0.0497123944805935,0.07942199823446572
13.0,1.36874970048666,,1.7802439980535563,12.156257823109627,1.2156257823109629,0.0,0.00475551700219512,0.08025229466147721,0.10871352255344391,1.36874970048666,0.06811609049327672,0.0,0.2770607518032193,0.06811609049327672,0.0475551700219512,0.08025229466147721
