epoch,train_loss,val_window_mae_kwh,grad_norm,l_state,w_state,w_boundary,w_prior,w_dynamics,dynamics_residual_mae,loss,l_window,l_boundary,dynamics_residual_rmse,w_window,l_prior,l_dynamics
0.0,2.758564256131649,,5.918282816137672,20.74922800064087,2.074922800064087,0.0,0.00034436740429555357,0.0003732163695531199,0.014313228079117835,2.758564256131649,0.6829238357022405,0.0,0.018725721805822104,0.6829238357022405,0.0034436740429555357,0.0003732163695531199
1.0,2.2960033863782883,,7.992250693776814,20.45697170495987,2.0456971704959868,0.0,0.002874288975726813,0.0007055293017401709,0.018028243212029338,2.2960033863782883,0.2467263807193376,0.0,0.025197641109116375,0.2467263807193376,0.02874288975726813,0.0007055293017401709
2.0,2.18094003200531,,8.033191585387211,19.40746408700943,1.9407464087009432,0.0,0.0044460262492066254,0.0061749076849082485,0.03107665863353759,2.18094003200531,0.2295726768206805,0.0,0.07251321547664702,0.2295726768206805,0.04446026249206625,0.0061749076849082485
3.0,1.9976735450327396,,7.936907938808071,17.520891457796097,1.7520891457796097,0.0,0.0034837668179534377,0.053009371855296195,0.07710952335037291,1.9976735450327396,0.18909123388584703,0.0,0.2245253324508667,0.18909123388584703,0.034837668179534376,0.053009371855296195
4.0,2.000007461756468,,7.5127861016854345,16.521963596343994,1.6521963596343996,0.0,0.004513977610622532,0.08795854169875383,0.11121008708141744,2.000007461756468,0.2553385572973639,0.0,0.29015398025512695,0.2553385572973639,0.04513977610622533,0.08795854169875383
5.0,1.934174507856369,,8.153027208238967,15.806120216846466,1.5806120216846467,0.0,0.0031802130630239848,0.08505536336451769,0.11152144055813551,1.934174507856369,0.2653268797439523,0.0,0.288661046884954,0.2653268797439523,0.031802130630239844,0.08505536336451769
6.0,1.8737268932163715,,7.403377310919634,15.315051883459091,1.5315051883459092,0.0,0.003804288923856802,0.08968478278256953,0.1177906901575625,1.8737268932163715,0.24873259681044146,0.0,0.2940318277105689,0.24873259681044146,0.03804288923856802,0.08968478278256953
7.0,1.8509951792657375,,8.080436396022353,14.75352531671524,1.4753525316715241,0.0,0.003947667230386287,0.08823891705833375,0.11301381699740887,1.8509951792657375,0.2834560429910198,0.0,0.29316599387675524,0.2834560429910198,0.03947667230386287,0.08823891705833375
8.0,1.75791647285223,,7.3136455372969165,14.33737912774086,1.433737912774086,0.0,0.003832624430651777,0.08889331994578242,0.11369772627949715,1.75791647285223,0.23145262279285816,0.0,0.2920330632477999,0.23145262279285816,0.038326244306517765,0.08889331994578242
9.0,1.7322905473411083,,7.984602324125984,13.852617383003235,1.3852617383003234,0.0,0.004533184051979333,0.08775743562728167,0.11101326579228044,1.7322905473411083,0.25473818415775895,0.0,0.29099952708929777,0.25473818415775895,0.04533184051979333,0.08775743562728167
