epoch,train_loss,val_window_mae_kwh,grad_norm,l_state,w_state,w_boundary,w_prior,w_dynamics,dynamics_residual_mae,loss,l_window,l_boundary,dynamics_residual_rmse,w_window,l_prior,l_dynamics,val_mae_soc_event_0.1,val_mae_soc_event_0.2,val_mae_soc_event_0.5,val_mae_time_60s,val_mae_time_120s,val_mae_time_300s,val_mae_time_600s,val_mae_full_trip
0.0,2.1919600550944986,0.09427274204790592,0.8898444521027721,20.52807848270123,2.0528078482701226,0.0,0.00012273560447423595,0.0,0.01403744167719896,2.1919600550944986,0.13902941346168518,0.0,0.018779668527153823,0.13902941346168518,0.0012273560447423593,0.00037203279162685457,0.014352509751915932,0.014556647278368473,0.016059746965765953,0.01453856099396944,0.02520173229277134,0.058404624462127686,0.08958224952220917,0.5214858651161194
1.0,2.0794213001544657,0.06818155327346176,1.07748732159138,20.04476418861976,2.004476418861976,0.0,0.0020540077669116167,0.0,0.021263300297925107,2.0794213001544657,0.07289086368221503,0.0,0.03763162430662375,0.07289086368221503,0.020540077669116166,0.0017143192414480906,0.013599582016468048,0.013661298900842667,0.015810642391443253,0.012985668145120144,0.0231727696955204,0.05003977566957474,0.08354037255048752,0.3326423168182373
2.0,1.9383741158705492,0.044688651454634964,1.358525416739036,18.5855953509991,1.8585595350999096,0.0,0.003849020342414196,0.0,0.057445044127794415,1.9383741158705492,0.07596553604190166,0.0,0.15664972364902496,0.07596553604190166,0.03849020342414196,0.027645421071121327,0.012996159493923187,0.013076973147690296,0.01475798524916172,0.01270521990954876,0.021915417164564133,0.051325127482414246,0.06660934537649155,0.16412298381328583
3.0,1.7825722648547246,0.06350895715877414,1.207520973234539,17.160479875711296,1.7160479875711294,0.0,0.0037346115837303493,0.0,0.13592544771157777,1.7825722648547246,0.06278965063393116,0.0,0.39194082755308884,0.06278965063393116,0.03734611583730349,0.15840267619261375,0.013172529637813568,0.013457673601806164,0.015466395765542984,0.012586931698024273,0.022517384961247444,0.04975561052560806,0.08471407741308212,0.2964010536670685
4.0,1.6814568294928625,0.06355778849683702,1.3373616906704933,16.05581074494582,1.6055810744945822,0.0,0.004436865950433108,0.0,0.20308553943267235,1.6814568294928625,0.07143890886352612,0.0,0.602412590613732,0.07143890886352612,0.044368659504331075,0.37132034966578853,0.013199418783187866,0.013461558148264885,0.01538140419870615,0.012596418149769306,0.022522496059536934,0.04949469119310379,0.08190197497606277,0.29990434646606445
5.0,1.5937208418662732,0.05107019341085106,1.547635941198918,15.195583783663237,1.519558378366324,0.0,0.0032423840119288516,0.0,0.22151435854343268,1.5937208418662732,0.07092005100387794,0.0,0.7070672787152804,0.07092005100387794,0.03242384011928852,0.5117987027535071,0.01299944519996643,0.013192643411457539,0.015024491585791111,0.012414433993399143,0.022054219618439674,0.048614922910928726,0.07590481638908386,0.208356574177742
6.0,1.5218722430559306,0.05969413195271045,1.8057919276825283,14.573872786301832,1.4573872786301831,0.0,0.003680548988855802,0.0,0.19783586378280932,1.5218722430559306,0.06080440446161307,0.0,0.7217436662087073,0.06080440446161307,0.03680548988855802,0.5341154107680688,0.013159741647541523,0.013417813926935196,0.01525061670690775,0.01258185412734747,0.022546540945768356,0.04936850443482399,0.08043073117733002,0.2707972526550293
7.0,1.4976345254824712,0.04886351223103702,1.9817542982374063,14.186390473292423,1.4186390473292425,0.0,0.0033130053860636857,0.0,0.17925738887144968,1.4976345254824712,0.07568246484375916,0.0,0.7878161439528832,0.07568246484375916,0.03313005386063686,0.6426708331474891,0.012785693630576134,0.012906799092888832,0.014617652632296085,0.012302753515541553,0.02179969847202301,0.04899024963378906,0.06664236634969711,0.20086288452148438
8.0,1.4566630996190584,0.05083546333480626,2.0526962432885045,13.921575546264648,1.392157554626465,0.0,0.002499837714892167,0.0,0.17712374719289634,1.4566630996190584,0.0620056908004559,0.0,0.8042047940767728,0.0620056908004559,0.024998377148921672,0.6670608314184042,0.01287864986807108,0.013095102272927761,0.014856121502816677,0.012361815199255943,0.021854400634765625,0.0485900454223156,0.07216840982437134,0.2108791619539261
9.0,1.4464678764343262,0.0506227626465261,2.1970596058924654,13.752903094658485,1.3752903094658486,0.0,0.0030950535446978536,0.0,0.17843077962215131,1.4464678764343262,0.06808251199813989,0.0,0.8160750269889832,0.06808251199813989,0.030950535446978532,0.6938375876500056,0.012884603813290596,0.012982016429305077,0.014717496000230312,0.012382780201733112,0.02192716673016548,0.04927544668316841,0.07038260996341705,0.21042998135089874
