epoch,train_loss,val_window_mae_kwh,grad_norm,l_state,w_state,w_boundary,w_prior,w_dynamics,dynamics_residual_mae,loss,l_window,l_boundary,dynamics_residual_rmse,w_window,l_prior,l_dynamics
0.0,2.7868444956839085,,5.940406489778841,21.23269760608673,2.123269760608673,0.0,0.0003026538569883997,0.0003802413802986848,0.014309427293483168,2.7868444956839085,0.6628918349742889,0.0,0.018910600862000138,0.6628918349742889,0.0030265385698839964,0.0003802413802986848
1.0,2.396172247827053,,8.274727143964883,20.927002429962158,2.092700242996216,0.0,0.0022663864307105545,0.0009116814781009452,0.01963019900722429,2.396172247827053,0.30029388738330454,0.0,0.028673403430730104,0.30029388738330454,0.02266386430710554,0.0009116814781009452
2.0,2.2387797869741917,,8.01568344411277,20.003140062093735,2.000314006209374,0.0,0.0021927418536506595,0.007584130624309182,0.04055654990952462,2.2387797869741917,0.22868887725053355,0.0,0.08205087087117136,0.22868887725053355,0.021927418536506593,0.007584130624309182
3.0,2.094291541725397,,7.313344816826994,18.310942769050598,1.8310942769050598,0.0,0.0027989550930215047,0.046777983428910375,0.0893866247497499,2.094291541725397,0.21362029919737324,0.0,0.2128084246069193,0.21362029919737324,0.027989550930215046,0.046777983428910375
4.0,2.0440817438066006,,8.082067487889619,16.957236170768738,1.695723617076874,0.0,0.0027490320731885735,0.08541734889149666,0.11426248447969556,2.0440817438066006,0.2601917464635335,0.0,0.28914542216807604,0.2601917464635335,0.02749032073188573,0.08541734889149666
5.0,1.9761087484657764,,7.201121921237378,16.209709495306015,1.6209709495306015,0.0,0.0031409174524014817,0.08572879782877862,0.12042970024049282,1.9761087484657764,0.26626804674742743,0.0,0.28534478694200516,0.26626804674742743,0.031409174524014816,0.08572879782877862
6.0,1.9081632979214191,,8.110320971021281,15.43786609172821,1.543786609172821,0.0,0.0031341182242613287,0.10098621062934399,0.12493602465838194,1.9081632979214191,0.2602563417167403,0.0,0.31410518381744623,0.2602563417167403,0.031341182242613286,0.10098621062934399
7.0,1.8494031094014645,,7.174850465130432,14.91782921552658,1.4917829215526581,0.0,0.003195158136077225,0.09692726284265518,0.12329222215339541,1.8494031094014645,0.25749777496093884,0.0,0.3008415699005127,0.25749777496093884,0.03195158136077225,0.09692726284265518
8.0,1.801160141825676,,7.994668334082373,14.54022565484047,1.454022565484047,0.0,0.00405809655203484,0.09209475759416819,0.1205326970666647,1.801160141825676,0.2509846926550381,0.0,0.29880067333579063,0.2509846926550381,0.0405809655203484,0.09209475759416819
9.0,1.701939009130001,,7.468771533518705,13.936552435159683,1.3936552435159684,0.0,0.0034793859173078093,0.09656801936216652,0.11967046977952123,1.701939009130001,0.2082363217487,0.0,0.300746638327837,0.2082363217487,0.03479385917307809,0.09656801936216652
10.0,1.644759714603424,,7.814306377116754,13.60683736205101,1.3606837362051012,0.0,0.003487088810652495,0.08922598231583834,0.11642643297091126,1.644759714603424,0.19136288785375655,0.0,0.2927547264844179,0.19136288785375655,0.034870888106524944,0.08922598231583834
11.0,1.5993374921381474,,7.602776139598699,13.06023845076561,1.3060238450765609,0.0,0.0038668901135679337,0.08950666734017432,0.11321946000680327,1.5993374921381474,0.19994008669164032,0.0,0.29086094815284014,0.19994008669164032,0.038668901135679334,0.08950666734017432
12.0,1.5275089628994465,,7.814351568055766,12.599128425121307,1.2599128425121306,0.0,0.0038017701474018393,0.08730914117768407,0.11074596783146262,1.5275089628994465,0.17648521228693426,0.0,0.2879554545506835,0.17648521228693426,0.038017701474018395,0.08730914117768407
13.0,1.5087437741458416,,7.536688872865322,12.051926895976067,1.2051926895976068,0.0,0.0042796282097697265,0.08444776409305632,0.10752204665914178,1.5087437741458416,0.21482365968404338,0.0,0.281545358709991,0.21482365968404338,0.04279628209769726,0.08444776409305632
