epoch,train_loss,val_window_mae_kwh,grad_norm,l_state,w_state,loss,l_window,w_window
0.0,2.4681214913725853,,7.236220298145965,21.253608345985413,2.125360834598541,2.4681214913725853,0.34276063553988934,0.34276063553988934
1.0,2.2163661904633045,,6.799201600918836,20.94316390156746,2.094316390156746,2.2163661904633045,0.12204978335648775,0.12204978335648775
2.0,2.1193916350603104,,7.107947506028323,19.806003242731094,1.9806003242731096,2.1193916350603104,0.13879130850546062,0.13879130850546062
3.0,1.94324591755867,,6.786005119459222,18.088024348020554,1.8088024348020553,1.94324591755867,0.13444343605078757,0.13444343605078757
4.0,1.8808904476463795,,8.072328529994596,17.078166514635086,1.7078166514635087,1.8808904476463795,0.17307376046665013,0.17307376046665013
5.0,1.8085762336850166,,7.359334997708734,16.024076253175735,1.6024076253175736,1.8085762336850166,0.20616857591085136,0.20616857591085136
6.0,1.618395071476698,,7.4692691279519146,15.203316420316696,1.5203316420316697,1.618395071476698,0.0980633762665093,0.0980633762665093
7.0,1.5703109800815582,,8.881336252402983,14.509626418352127,1.4509626418352128,1.5703109800815582,0.11934831971302629,0.11934831971302629
8.0,1.6236547082662582,,9.431590433841112,14.02430373430252,1.4024303734302521,1.6236547082662582,0.22122432989999652,0.22122432989999652
9.0,1.5932485051453114,,9.426539275692063,13.630652904510498,1.3630652904510498,1.5932485051453114,0.23018319183029234,0.23018319183029234
10.0,1.4273767657577991,,7.722708659736609,13.359064280986786,1.3359064280986788,1.4273767657577991,0.09147030580788851,0.09147030580788851
11.0,1.4150956086814404,,7.949977954379792,13.042127639055252,1.3042127639055252,1.4150956086814404,0.11088282032869756,0.11088282032869756
12.0,1.4380353949964046,,7.970233088985088,12.713956236839294,1.2713956236839294,1.4380353949964046,0.16663974057883024,0.16663974057883024
13.0,1.3633929397910833,,8.027316509806791,12.04558402299881,1.204558402299881,1.3633929397910833,0.1588345319032669,0.1588345319032669
14.0,1.324345113709569,,7.544501579512146,11.917943120002747,1.1917943120002747,1.324345113709569,0.13255078252404928,0.13255078252404928
15.0,1.3120217211544514,,7.520446213010609,11.237513095140457,1.1237513095140457,1.3120217211544514,0.18827039608731866,0.18827039608731866
16.0,1.154656233265996,,6.950727564230486,10.75902509689331,1.075902509689331,1.154656233265996,0.0787537123542279,0.0787537123542279
17.0,1.1455472260713577,,7.346556610852985,10.28045466542244,1.028045466542244,1.1455472260713577,0.11750173941254616,0.11750173941254616
18.0,1.092731237411499,,7.295472277129276,9.985009670257568,0.998500967025757,1.092731237411499,0.09423026069998741,0.09423026069998741
19.0,1.0781170073896646,,7.476078600179865,9.318664386868477,0.9318664386868477,1.0781170073896646,0.14625054737553,0.14625054737553
20.0,0.9958214852958918,,7.193902284307303,8.854732125997543,0.8854732125997544,0.9958214852958918,0.11034824210219085,0.11034824210219085
21.0,0.9899518955498934,,7.027332279702236,8.327382266521454,0.8327382266521455,0.9899518955498934,0.15721365856006742,0.15721365856006742
22.0,0.8595036473125219,,6.6939235011007385,7.863874137401581,0.7863874137401581,0.8595036473125219,0.07311621680855751,0.07311621680855751
23.0,0.8853118903934956,,7.0678486250715675,7.492018669843674,0.7492018669843674,0.8853118903934956,0.1361099942587316,0.1361099942587316
24.0,0.797599432989955,,6.796837572418793,7.14301735162735,0.714301735162735,0.797599432989955,0.0832976761739701,0.0832976761739701
25.0,0.7643199916929007,,6.618599647307985,6.4937606155872345,0.6493760615587234,0.7643199916929007,0.11494391085579991,0.11494391085579991
26.0,0.6893827244639397,,6.601250197211124,6.175196826457977,0.6175196826457977,0.6893827244639397,0.07186303078196943,0.07186303078196943
27.0,0.6719167102128267,,6.783199822375159,5.72262117266655,0.5722621172666551,0.6719167102128267,0.09965458302758634,0.09965458302758634
28.0,0.6685079708695412,,7.015359428128533,5.43762768805027,0.543762768805027,0.6685079708695412,0.12474519037641585,0.12474519037641585
29.0,0.6724345851689577,,6.771133011581938,5.39156773686409,0.539156773686409,0.6724345851689577,0.13327779318206012,0.13327779318206012
30.0,0.558636368252337,,6.46639032633478,4.887426622211933,0.48874266222119334,0.558636368252337,0.06989369471557438,0.06989369471557438
31.0,0.523643659427762,,6.265810801320162,4.3343939408659935,0.43343939408659937,0.523643659427762,0.09020425518974662,0.09020425518974662
32.0,0.4905240247026086,,6.119319485601746,4.135687507688999,0.41356875076889993,0.4905240247026086,0.07695526932366192,0.07695526932366192
33.0,0.48583684768527746,,6.350199395847953,3.9859400391578674,0.3985940039157867,0.48583684768527746,0.08724283264018595,0.08724283264018595
34.0,0.4809078611433506,,6.269205723257736,3.9258767142891884,0.3925876714289188,0.4809078611433506,0.08832018240354955,0.08832018240354955
35.0,0.5099361930042505,,6.6834154462417334,3.824472278356552,0.3824472278356552,0.5099361930042505,0.1274889619089663,0.1274889619089663
36.0,0.4911052379757166,,6.173465126393159,3.685938995331526,0.3685938995331526,0.4911052379757166,0.12251133448444307,0.12251133448444307
37.0,0.4253341844305396,,6.080723319117132,3.5381316244602203,0.353813162446022,0.4253341844305396,0.07152101688552648,0.07152101688552648
38.0,0.46427740063518286,,6.357767816370334,3.9279773086309433,0.39279773086309433,0.46427740063518286,0.07147966255433857,0.07147966255433857
39.0,0.43768036644905806,,6.327671590808281,3.528024047613144,0.3528024047613144,0.43768036644905806,0.08487795572727919,0.08487795572727919
40.0,0.4282616637647152,,6.134286611812838,3.453680358827114,0.3453680358827114,0.4282616637647152,0.08289362431969494,0.08289362431969494
41.0,0.4406539425253868,,6.422333237748065,3.5548505783081055,0.3554850578308106,0.4406539425253868,0.08516887668520212,0.08516887668520212
42.0,0.4413026813417673,,6.33579465438361,3.5945724844932556,0.3594572484493256,0.4413026813417673,0.08184541785158217,0.08184541785158217
43.0,0.40244333259761333,,6.0489973949127425,3.2618622183799744,0.32618622183799745,0.40244333259761333,0.07625710556749254,0.07625710556749254
44.0,0.4465584624558687,,6.451815696687851,3.1962164752185345,0.31962164752185346,0.4465584624558687,0.1269368149805814,0.1269368149805814
45.0,0.4301183186471462,,6.234250003244483,3.5712319388985634,0.35712319388985636,0.4301183186471462,0.07299511739984155,0.07299511739984155
46.0,0.41082497499883175,,6.173035161404846,3.159148007631302,0.3159148007631302,0.41082497499883175,0.09491016948595643,0.09491016948595643
47.0,0.41692258324474096,,6.270352743694239,3.086802914738655,0.30868029147386555,0.41692258324474096,0.1082422852050513,0.1082422852050513
48.0,0.4742597658187151,,6.451302138349101,3.5459725856781006,0.3545972585678101,0.4742597658187151,0.11966250441037118,0.11966250441037118
49.0,0.3840566845610738,,6.1214158967383545,3.1032664515078068,0.3103266451507807,0.3840566845610738,0.07373003312386572,0.07373003312386572
50.0,0.3851466719061136,,6.050552259283538,2.9819199666380882,0.2981919966638088,0.3851466719061136,0.08695467049255967,0.08695467049255967
51.0,0.4280237406492233,,6.5617722018623255,3.42427671328187,0.34242767132818697,0.4280237406492233,0.08559606154449284,0.08559606154449284
52.0,0.4164765812456608,,6.375667522959797,3.024672105908394,0.3024672105908394,0.4164765812456608,0.11400936264544725,0.11400936264544725
53.0,0.3665254721418023,,6.17725815018216,2.901861045509577,0.2901861045509577,0.3665254721418023,0.07633936288766563,0.07633936288766563
54.0,0.4024294698610902,,6.342522440289647,3.2960665076971054,0.3296066507697106,0.4024294698610902,0.07282281713560224,0.07282281713560224
55.0,0.38751745875924826,,6.357872739928676,2.993768010288477,0.29937680102884767,0.38751745875924826,0.08814065507613122,0.08814065507613122
56.0,0.3817168949171901,,6.384816216746949,2.8396837934851646,0.2839683793485165,0.3817168949171901,0.09774850867688656,0.09774850867688656
57.0,0.41378450114279985,,6.4113792854807405,3.1996037140488625,0.3199603714048863,0.41378450114279985,0.09382412536069751,0.09382412536069751
