method,n_seeds,mae_kwh_mean,mae_kwh_std,rmse_kwh_mean,rmse_kwh_std,mape_pct_mean,mape_pct_std,wape_pct_mean,wape_pct_std,bias_kwh_mean,bias_kwh_std,r2_mean,r2_std
constant,1,0.2487540038620709,0.0,0.30565457249998124,0.0,10.820771053845338,0.0,9.38811054349754,0.0,0.008868396746081263,0.0,0.9370946320638351,0.0
elasticnet,1,0.1672998744640975,0.0,0.20995682626722212,0.0,8.72460721211806,0.0,6.313987678578597,0.0,-0.006347479833568446,0.0,0.9703184954604149,0.0
mlp_state,1,0.5052551718111912,0.0,0.6678826901408654,0.0,18.76838120594021,0.0,19.068603246552847,0.0,0.1511141374167274,0.0,0.6996509322536169,0.0
physics,1,0.7795536889442934,0.0,0.8543796534781759,0.0,30.057554577004957,0.0,29.420777526291815,0.0,-0.7795536889442934,0.0,0.5084952634282234,0.0
pinn,1,0.35579018505615645,0.0,0.4594486917070344,0.0,13.458544249028526,0.0,13.427713868881947,0.0,-0.08056650279843328,0.0,0.8578653543496981,0.0
pinn_fulltrip,1,0.2804395813076721,0.0,0.32979412051430673,0.0,11.490759946139583,0.0,10.583941360591828,0.0,-0.10881587302094896,0.0,0.9267661728783259,0.0
pinn_no_dynamics,1,0.25826520200742625,0.0,0.3140786344216641,0.0,11.102789777374435,0.0,9.74706830177835,0.0,-0.02806968935992323,0.0,0.9335794143292915,0.0
weak_mlp,1,0.4692296591666011,0.0,0.6688556029502754,0.0,15.744814231252441,0.0,17.708980929554436,0.0,0.17879065616902182,0.0,0.6987752506554485,0.0
