trip_id,trajectory,method,seed,distance_km,duration_s,observed_energy_kwh,predicted_energy_kwh,signed_error_kwh,absolute_error_kwh,percentage_error,n_train,repeat,subset_ids,reused_loto
T1_06_30_2021_1,T1,weak_mlp,0,45.64408055555533,5233.0,3.818400000000001,3.707500217192703,-0.1108997828072975,0.1108997828072975,-2.90435215816304,12,0,"T1_03_29_2021,T1_06_30_2021_2,T2_03_29_2021,T2_03_30_2021,T2_04_26_2021,T3_04_22_2021_2,T3_04_26_2021_2,T3_05_25_2021_1,T3_05_25_2021_2,T3_05_25_2021_3,T3_05_31_2021,T3_06_07_2021",
T1_06_30_2021_1,T1,pinn,0,45.64408055555533,5233.0,3.818400000000001,4.137544952668249,0.3191449526682488,0.3191449526682488,8.35808067955816,12,0,"T1_03_29_2021,T1_06_30_2021_2,T2_03_29_2021,T2_03_30_2021,T2_04_26_2021,T3_04_22_2021_2,T3_04_26_2021_2,T3_05_25_2021_1,T3_05_25_2021_2,T3_05_25_2021_3,T3_05_31_2021,T3_06_07_2021",
T1_06_30_2021_1,T1,elasticnet,0,45.64408055555533,5233.0,3.818400000000001,3.2853052905921163,-0.5330947094078842,0.5330947094078842,-13.961206510786823,12,1,"T1_03_29_2021,T1_07_01_2021,T2_03_29_2021,T2_03_30_2021,T2_04_26_2021,T3_04_22_2021_1,T3_04_22_2021_2,T3_04_26_2021_2,T3_05_25_2021_2,T3_05_25_2021_3,T3_05_31_2021,T3_06_07_2021",
T1_06_30_2021_1,T1,weak_mlp,0,45.64408055555533,5233.0,3.818400000000001,4.32106163362662,0.5026616336266194,0.5026616336266194,13.164195307631976,12,1,"T1_03_29_2021,T1_07_01_2021,T2_03_29_2021,T2_03_30_2021,T2_04_26_2021,T3_04_22_2021_1,T3_04_22_2021_2,T3_04_26_2021_2,T3_05_25_2021_2,T3_05_25_2021_3,T3_05_31_2021,T3_06_07_2021",
T1_06_30_2021_1,T1,pinn,0,45.64408055555533,5233.0,3.818400000000001,3.881169479239293,0.0627694792392921,0.0627694792392921,1.6438686161557745,12,1,"T1_03_29_2021,T1_07_01_2021,T2_03_29_2021,T2_03_30_2021,T2_04_26_2021,T3_04_22_2021_1,T3_04_22_2021_2,T3_04_26_2021_2,T3_05_25_2021_2,T3_05_25_2021_3,T3_05_31_2021,T3_06_07_2021",
T1_06_30_2021_1,T1,elasticnet,0,45.64408055555533,5233.0,3.818400000000001,3.741604166403509,-0.076795833596492,0.076795833596492,-2.011204525363817,12,2,"T1_03_29_2021,T1_06_30_2021_2,T1_07_01_2021,T2_03_29_2021,T2_03_30_2021,T2_04_26_2021,T3_04_22_2021_2,T3_04_26_2021_2,T3_05_25_2021_04,T3_05_25_2021_1,T3_05_25_2021_2,T3_05_31_2021",
T1_06_30_2021_1,T1,weak_mlp,0,45.64408055555533,5233.0,3.818400000000001,3.617539549801085,-0.2008604501989155,0.2008604501989155,-5.2603302482431245,12,2,"T1_03_29_2021,T1_06_30_2021_2,T1_07_01_2021,T2_03_29_2021,T2_03_30_2021,T2_04_26_2021,T3_04_22_2021_2,T3_04_26_2021_2,T3_05_25_2021_04,T3_05_25_2021_1,T3_05_25_2021_2,T3_05_31_2021",
T1_06_30_2021_1,T1,pinn,0,45.64408055555533,5233.0,3.818400000000001,3.943312577096125,0.1249125770961239,0.1249125770961239,3.271332943016025,12,2,"T1_03_29_2021,T1_06_30_2021_2,T1_07_01_2021,T2_03_29_2021,T2_03_30_2021,T2_04_26_2021,T3_04_22_2021_2,T3_04_26_2021_2,T3_05_25_2021_04,T3_05_25_2021_1,T3_05_25_2021_2,T3_05_31_2021",
T1_06_30_2021_1,T1,elasticnet,0,45.64408055555533,5233.0,3.818400000000001,3.7017428079096617,-0.1166571920903387,0.1166571920903387,-3.055132832870803,16,0,"T1_03_29_2021,T1_06_30_2021_2,T1_07_01_2021,T2_03_29_2021,T2_03_30_2021,T2_04_26_2021,T3_04_22_2021_1,T3_04_22_2021_2,T3_04_26_2021_1,T3_04_26_2021_2,T3_05_25_2021_04,T3_05_25_2021_1,T3_05_25_2021_2,T3_05_25_2021_3,T3_05_31_2021,T3_06_07_2021",
T1_06_30_2021_1,T1,weak_mlp,0,45.64408055555533,5233.0,3.818400000000001,3.3201336225536133,-0.4982663774463871,0.4982663774463871,-13.04908803285112,16,0,"T1_03_29_2021,T1_06_30_2021_2,T1_07_01_2021,T2_03_29_2021,T2_03_30_2021,T2_04_26_2021,T3_04_22_2021_1,T3_04_22_2021_2,T3_04_26_2021_1,T3_04_26_2021_2,T3_05_25_2021_04,T3_05_25_2021_1,T3_05_25_2021_2,T3_05_25_2021_3,T3_05_31_2021,T3_06_07_2021",True
T1_06_30_2021_1,T1,pinn,0,45.64408055555533,5233.0,3.818400000000001,4.222248281306691,0.4038482813066908,0.4038482813066908,10.576374431874363,16,0,"T1_03_29_2021,T1_06_30_2021_2,T1_07_01_2021,T2_03_29_2021,T2_03_30_2021,T2_04_26_2021,T3_04_22_2021_1,T3_04_22_2021_2,T3_04_26_2021_1,T3_04_26_2021_2,T3_05_25_2021_04,T3_05_25_2021_1,T3_05_25_2021_2,T3_05_25_2021_3,T3_05_31_2021,T3_06_07_2021",True
T1_06_30_2021_2,T1,physics,0,44.347602777777496,5902.0,3.6216,2.471605535958361,-1.1499944640416384,1.1499944640416384,-31.7537680594665,0,0,,
T1_06_30_2021_2,T1,elasticnet,0,44.347602777777496,5902.0,3.6216,3.7385609076510087,0.1169609076510092,0.1169609076510092,3.2295368801361057,3,0,"T1_07_01_2021,T2_04_26_2021,T3_05_25_2021_2",
T1_06_30_2021_2,T1,weak_mlp,0,44.347602777777496,5902.0,3.6216,2.747761204176479,-0.8738387958235205,0.8738387958235205,-24.128528711716385,3,0,"T1_07_01_2021,T2_04_26_2021,T3_05_25_2021_2",
