trip_id,trajectory,method,seed,distance_km,duration_s,observed_energy_kwh,predicted_energy_kwh,signed_error_kwh,absolute_error_kwh,percentage_error,selected_epoch,final_retrain_epochs,validation_score,power_min,power_max,saturation_fraction,mean_abs_deltaP,max_abs_deltaP,state_mae_pp,dynamics_residual_mean,dynamics_residual_rmse
T1_06_30_2021_2,T1,pinn_no_dynamics,0,44.347602777777496,5902.0,3.6215999999999995,4.13132046646335,0.5097204664633508,0.5097204664633508,14.074455115511125,12.0,13.0,0.04741857631597668,-4.625638008117676,18.535144805908203,0.0,1.0129875736013876,1.5886777639389038,17.668842546358643,-0.010333667509257793,0.6908697485923767
T1_06_30_2021_2,T1,pinn_fulltrip,0,44.347602777777496,5902.0,3.6215999999999995,3.3906003457162943,-0.23099965428370517,0.23099965428370517,-6.378386742978385,6.0,7.0,0.17077891528606415,-5.0776214599609375,18.005874633789062,0.0,0.5605214397692284,0.9704091548919678,22.30870901451098,-0.008590118028223515,0.34634315967559814
T1_06_30_2021_2,T1,pinn,0,44.347602777777496,5902.0,3.6215999999999995,3.98865641521083,0.36705641521083043,0.36705641521083043,10.135200331644315,38.0,39.0,0.04154892929363996,-4.4732584953308105,18.40462875366211,0.0,0.9253041676075079,1.4944027662277222,3.2909184579010753,-0.0033131528180092573,0.12332069873809814
T1_07_01_2021,T1,constant,0,37.8237152777776,4534.0,3.3528,3.3470186875609254,-0.005781312439074426,0.005781312439074426,-0.17243236814228188,,,,,,,,,,,
T1_07_01_2021,T1,physics,0,37.8237152777776,4534.0,3.3528,2.2181726563141986,-1.1346273436858012,1.1346273436858012,-33.84118777397403,,,,,,,,,,,
T1_07_01_2021,T1,elasticnet,0,37.8237152777776,4534.0,3.3528,3.1929756416640056,-0.15982435833599418,0.15982435833599418,-4.766892100214572,,,,,,,,,,,
T1_07_01_2021,T1,weak_mlp,0,37.8237152777776,4534.0,3.3528,3.140505189696948,-0.21229481030305175,0.21229481030305175,-6.3318662104226835,42.0,43.0,0.043568857945501804,-2.097874164581299,8.542984008789062,0.0,0.0,0.0,,,
T1_07_01_2021,T1,mlp_state,0,37.8237152777776,4534.0,3.3528,3.614564217693276,0.2617642176932762,0.2617642176932762,7.807331713590915,83.0,84.0,0.04606363410130143,-1.3876738548278809,8.158193588256836,0.0,0.0,0.0,2.7509737798234455,-0.002520306734368205,0.48135802149772644
T1_07_01_2021,T1,pinn_no_dynamics,0,37.8237152777776,4534.0,3.3528,3.0268431880511346,-0.32595681194886517,0.32595681194886517,-9.721928297210248,150.0,151.0,0.027366906288079917,-7.460000038146973,19.656763076782227,0.0,0.6424046800677718,1.2774410247802734,1.8227509392482848,0.0005674558342434466,0.4009118676185608
T1_07_01_2021,T1,pinn_fulltrip,0,37.8237152777776,4534.0,3.3528,3.3050866780554253,-0.04771332194457445,0.04771332194457445,-1.4230888196305909,7.0,8.0,0.03877194598317146,-7.495367527008057,19.51770782470703,0.0,0.8629728273000843,1.5287503004074097,18.630355690246375,-0.009988445788621902,0.41835811734199524
T1_07_01_2021,T1,pinn,0,37.8237152777776,4534.0,3.3528,2.8153185812689157,-0.5374814187310841,0.5374814187310841,-16.03082255819268,13.0,14.0,0.02889622317161411,-7.7271013259887695,19.065187454223633,0.0,0.5086729707580128,1.080167531967163,15.32152289380049,-0.006967287044972181,0.501130223274231
T2_03_29_2021,T2,constant,0,59.56506111111094,8577.0,4.734,5.3428388402273175,0.6088388402273175,0.6088388402273175,12.860980993394962,,,,,,,,,,,
T2_03_29_2021,T2,physics,0,59.56506111111094,8577.0,4.734,3.6275427119476333,-1.1064572880523666,1.1064572880523666,-23.372566287544714,,,,,,,,,,,
T2_03_29_2021,T2,elasticnet,0,59.56506111111094,8577.0,4.734,4.645060413486842,-0.08893958651315792,0.08893958651315792,-1.878740737498055,,,,,,,,,,,
T2_03_29_2021,T2,weak_mlp,0,59.56506111111094,8577.0,4.734,6.280032197899288,1.5460321978992884,1.5460321978992884,32.65805234261276,51.0,52.0,0.04893226223066449,-1.405261516571045,7.462954521179199,0.0,0.0,0.0,,,
T2_03_29_2021,T2,mlp_state,0,59.56506111111094,8577.0,4.734,4.423949098951287,-0.31005090104871336,0.31005090104871336,-6.549448691354317,97.0,98.0,0.051270616706460714,-2.659128189086914,7.0660600662231445,0.0,0.0,0.0,7.881357482379204,-0.0024243085645139217,0.1618591994047165
T2_03_29_2021,T2,pinn_no_dynamics,0,59.56506111111094,8577.0,4.734,5.339885287917116,0.6058852879171157,0.6058852879171157,12.798590788278743,3.0,4.0,0.04356280725914985,-5.364120960235596,35.36662292480469,0.0,0.7808222000267679,1.628374695777893,29.3424091868428,-0.010483869351446629,0.5714460611343384
T2_03_29_2021,T2,pinn_fulltrip,0,59.56506111111094,8577.0,4.734,4.522469337846721,-0.21153066215327865,0.21153066215327865,-4.4683283091102375,36.0,37.0,0.3038574457168579,-5.701372146606445,35.49858474731445,0.0,0.6199098945009053,1.745987892150879,8.428574148119228,-0.003643385600298643,0.10986517369747162
T2_03_29_2021,T2,pinn,0,59.56506111111094,8577.0,4.734,4.181733131084021,-0.5522668689159786,0.5522668689159786,-11.665966812758315,2.0,3.0,0.05083553341683,-5.907142162322998,35.02134323120117,0.0,0.40651678649629713,1.2120006084442139,31.869408689700812,-0.008162222802639008,0.3214581608772278
T2_03_30_2021,T2,constant,0,53.31752638888871,6923.0,4.2384,4.774869261565878,0.5364692615658777,0.5364692615658777,12.657353283453133,,,,,,,,,,,
T2_03_30_2021,T2,physics,0,53.31752638888871,6923.0,4.2384,3.237291999386653,-1.0011080006133475,1.0011080006133475,-23.619950939348513,,,,,,,,,,,
T2_03_30_2021,T2,elasticnet,0,53.31752638888871,6923.0,4.2384,4.280681861585093,0.04228186158509217,0.04228186158509217,0.9975901657486828,,,,,,,,,,,
T2_03_30_2021,T2,weak_mlp,0,53.31752638888871,6923.0,4.2384,3.7326615942849055,-0.5057384057150949,0.5057384057150949,-11.93229534057887,27.0,28.0,0.05022076843306422,-1.5025320053100586,7.292460918426514,0.0,0.0,0.0,,,
T2_03_30_2021,T2,mlp_state,0,53.31752638888871,6923.0,4.2384,4.273792720172141,0.03539272017214046,0.03539272017214046,0.8350490791841368,139.0,140.0,0.0387750428635627,-2.6458487510681152,7.9766950607299805,0.0,0.0,0.0,5.155612348757583,-0.002301175380125642,0.22569116950035095
T2_03_30_2021,T2,pinn_no_dynamics,0,53.31752638888871,6923.0,4.2384,4.33447864420919,0.09607864420918943,0.09607864420918943,2.2668611789635102,30.0,31.0,0.041366490884684026,-4.943517684936523,24.383602142333984,0.0,0.5942957859071599,1.2575424909591675,11.226672997108086,-0.005516157019883394,0.4795692563056946
T2_03_30_2021,T2,pinn_fulltrip,0,53.31752638888871,6923.0,4.2384,4.903273168077899,0.6648731680778983,0.6648731680778983,15.686890526564227,27.0,28.0,0.19904637336730957,-4.7435173988342285,24.66969871520996,0.0,0.8645015820040735,1.6311447620391846,8.685898562294144,-0.0062478589825332165,0.18426957726478577
T2_03_30_2021,T2,pinn,0,53.31752638888871,6923.0,4.2384,4.2479657643722994,0.009565764372299057,0.009565764372299057,0.22569281739097433,33.0,34.0,0.04396688484121114,-4.696220397949219,24.047155380249023,0.0,0.5244244615594887,1.1216785907745361,7.299499621510714,-0.004159313626587391,0.14555034041404724
T2_04_26_2021,T2,constant,0,47.0322861111105,5852.0,3.894,4.189748098705495,0.295748098705495,0.295748098705495,7.594969150115434,,,,,,,,,,,
T2_04_26_2021,T2,physics,0,47.0322861111105,5852.0,3.894,2.6992769299991366,-1.1947230700008635,1.1947230700008635,-30.681126605055557,,,,,,,,,,,
T2_04_26_2021,T2,elasticnet,0,47.0322861111105,5852.0,3.894,3.8148075322893202,-0.07919246771067989,0.07919246771067989,-2.0337048718715947,,,,,,,,,,,
T2_04_26_2021,T2,weak_mlp,0,47.0322861111105,5852.0,3.894,4.836986384424899,0.9429863844248985,0.9429863844248985,24.216394053027695,32.0,33.0,0.04097558627836406,-1.0471153259277344,7.529387474060059,0.0,0.0,0.0,,,
T2_04_26_2021,T2,mlp_state,0,47.0322861111105,5852.0,3.894,5.546713139944607,1.6527131399446064,1.6527131399446064,42.44255623894726,59.0,60.0,0.056086167227476835,-0.0850987434387207,7.018655776977539,0.0,0.0,0.0,4.578749292870088,-0.007635657675564289,0.19989857077598572
T2_04_26_2021,T2,pinn_no_dynamics,0,47.0322861111105,5852.0,3.894,4.127382422164082,0.23338242216408212,0.23338242216408212,5.993385263587111,50.0,51.0,0.02997007081285119,-3.4013779163360596,18.404308319091797,0.0,0.8785366433991553,1.206821322441101,5.720787494456929,-0.0038924573455005884,0.2276294231414795
T2_04_26_2021,T2,pinn_fulltrip,0,47.0322861111105,5852.0,3.894,4.312385202041931,0.4183852020419305,0.4183852020419305,10.744355471030573,6.0,7.0,0.10558513551950455,-3.4927167892456055,18.473094940185547,0.0,0.992443238601905,1.3196262121200562,23.25317681464921,-0.011093570850789547,0.276932030916214
T2_04_26_2021,T2,pinn,0,47.0322861111105,5852.0,3.894,5.14346568322844,1.2494656832284399,1.2494656832284399,32.086946153786336,9.0,10.0,0.029674811754375696,-3.1605277061462402,18.799541473388672,0.0,1.5037744533321629,2.030945062637329,20.638940245590803,-0.01283558551222086,0.22359628975391388
T3_04_22_2021_1,T3,constant,0,14.147080555555583,1048.0,1.1243999999999996,1.25568427341034,0.13128427341034032,0.13128427341034032,11.675940360222373,,,,,,,,,,,
T3_04_22_2021_1,T3,physics,0,14.147080555555583,1048.0,1.1243999999999996,0.8671254750330046,-0.257274524966995,0.257274524966995,-22.881049890341078,,,,,,,,,,,
T3_04_22_2021_1,T3,elasticnet,0,14.147080555555583,1048.0,1.1243999999999996,1.6306659938880599,0.5062659938880603,0.5062659938880603,45.02543524440239,,,,,,,,,,,
T3_04_22_2021_1,T3,weak_mlp,0,14.147080555555583,1048.0,1.1243999999999996,1.4393318177594079,0.31493181775940826,0.31493181775940826,28.00887742435151,66.0,67.0,0.05136673268862069,-1.0379409790039062,7.996882915496826,0.0,0.0,0.0,,,
T3_04_22_2021_1,T3,mlp_state,0,14.147080555555583,1048.0,1.1243999999999996,1.547540074719323,0.42314007471932347,0.42314007471932347,37.63252176443647,57.0,58.0,0.06682577531319112,1.099785566329956,7.633270263671875,0.0,0.0,0.0,2.557397987940295,-0.011411658488214016,0.2609019875526428
T3_04_22_2021_1,T3,pinn_no_dynamics,0,14.147080555555583,1048.0,1.1243999999999996,1.2395075220035183,0.1151075220035187,0.1151075220035187,10.237239594763318,57.0,58.0,0.043774088961072266,-2.0340285301208496,12.707798957824707,0.0,1.2784520078262223,1.6421493291854858,2.1209533041562243,-0.006626160815358162,0.2926350235939026
T3_04_22_2021_1,T3,pinn_fulltrip,0,14.147080555555583,1048.0,1.1243999999999996,1.2021370418866475,0.07773704188664787,0.07773704188664787,6.913646556976867,9.0,10.0,0.18581001460552216,-2.112692356109619,12.764092445373535,0.0,1.1501556494840561,1.504473090171814,4.201185185784267,-0.014655103906989098,0.2562839686870575
T3_04_22_2021_1,T3,pinn,0,14.147080555555583,1048.0,1.1243999999999996,1.2326599684440427,0.10825996844404306,0.10825996844404306,9.628243369267441,5.0,6.0,0.04114003444556147,-1.900296926498413,12.86845588684082,0.0,1.2547922929175361,1.6980571746826172,4.531212597066046,-0.016821525990962982,0.24810022115707397
T3_04_22_2021_2,T3,constant,0,15.478416666666723,1097.0,1.7783999999999998,1.357046210581746,-0.42135378941825374,0.42135378941825374,-23.692858154422726,,,,,,,,,,,
T3_04_22_2021_2,T3,physics,0,15.478416666666723,1097.0,1.7783999999999998,1.130190430330537,-0.6482095696694627,0.6482095696694627,-36.44903113301073,,,,,,,,,,,
T3_04_22_2021_2,T3,elasticnet,0,15.478416666666723,1097.0,1.7783999999999998,1.659525779591493,-0.1188742204085067,0.1188742204085067,-6.684335380595294,,,,,,,,,,,
T3_04_22_2021_2,T3,weak_mlp,0,15.478416666666723,1097.0,1.7783999999999998,1.4394106447034414,-0.3389893552965584,0.3389893552965584,-19.061479717530275,70.0,71.0,0.05003040307201445,-0.7787985801696777,7.907337665557861,0.0,0.0,0.0,,,
T3_04_22_2021_2,T3,mlp_state,0,15.478416666666723,1097.0,1.7783999999999998,1.2216425740387704,-0.5567574259612293,0.5567574259612293,-31.30664788355991,160.0,161.0,0.04641251405701041,-0.8534512519836426,7.390754699707031,0.0,0.0,0.0,4.857947016613511,0.0020589714404195547,0.11937480419874191
T3_04_22_2021_2,T3,pinn_no_dynamics,0,15.478416666666723,1097.0,1.7783999999999998,1.3404605672094556,-0.43793943279054415,0.43793943279054415,-24.625474178505637,6.0,7.0,0.05211982596665621,-3.5185959339141846,23.482027053833008,0.0,0.6898836561619476,0.8440611362457275,12.348584238935686,-0.030227921903133392,0.7176372408866882
T3_04_22_2021_2,T3,pinn_fulltrip,0,15.478416666666723,1097.0,1.7783999999999998,1.411691143044995,-0.36670885695500477,0.36670885695500477,-20.620156149066844,20.0,21.0,0.29894766211509705,-3.3154804706573486,23.662397384643555,0.0,0.9233477374046611,1.1833211183547974,9.300614201019368,-0.019061889499425888,0.24448631703853607
T3_04_22_2021_2,T3,pinn,0,15.478416666666723,1097.0,1.7783999999999998,1.4408212137801781,-0.3375787862198216,0.3375787862198216,-18.98216296782623,64.0,65.0,0.0513404622906819,-3.102071523666382,23.859447479248047,0.0,1.0190475352909178,1.2881299257278442,5.218488739757152,-0.004462918266654015,0.10462452471256256
T3_04_26_2021_1,T3,constant,0,14.34297083333336,1031.0,1.4676000000000005,1.263623547873341,-0.20397645212665938,0.20397645212665938,-13.898640782683247,,,,,,,,,,,
T3_04_26_2021_1,T3,physics,0,14.34297083333336,1031.0,1.4676000000000005,0.8865242264684328,-0.5810757735315677,0.5810757735315677,-39.59360680918285,,,,,,,,,,,
T3_04_26_2021_1,T3,elasticnet,0,14.34297083333336,1031.0,1.4676000000000005,1.5818258351501673,0.11422583515016682,0.11422583515016682,7.783172196113846,,,,,,,,,,,
T3_04_26_2021_1,T3,weak_mlp,0,14.34297083333336,1031.0,1.4676000000000005,1.3614625481102203,-0.10613745188978019,0.10613745188978019,-7.232042238333344,77.0,78.0,0.042062439722940326,-1.8818306922912598,7.7590436935424805,0.0,0.0,0.0,,,
T3_04_26_2021_1,T3,mlp_state,0,14.34297083333336,1031.0,1.4676000000000005,1.3349223606454002,-0.1326776393546003,0.1326776393546003,-9.040449669841937,123.0,124.0,0.0327002617996186,-1.1416635513305664,7.67828893661499,0.0,0.0,0.0,2.8941441008102102,-0.008998904377222061,0.28751999139785767
T3_04_26_2021_1,T3,pinn_no_dynamics,0,14.34297083333336,1031.0,1.4676000000000005,1.1549291632283065,-0.31267083677169394,0.31267083677169394,-21.304908474495356,31.0,32.0,0.054871447617188096,-2.232585906982422,10.126413345336914,0.0,0.9366527741356182,1.1956322193145752,3.3186320472872537,-0.0032284639310091734,0.7126274108886719
T3_04_26_2021_1,T3,pinn_fulltrip,0,14.34297083333336,1031.0,1.4676000000000005,1.1627326238155364,-0.304867376184464,0.304867376184464,-20.77319270812646,29.0,30.0,0.2348119020462036,-2.222649335861206,10.203166007995605,0.0,0.964010489166014,1.287104845046997,2.4281835063668176,-0.004008735530078411,0.11894475668668747
T3_04_26_2021_1,T3,pinn,0,14.34297083333336,1031.0,1.4676000000000005,1.232401512902644,-0.23519848709735647,0.23519848709735647,-16.026062080768355,104.0,105.0,0.05265028076246381,-1.9397896528244019,10.541473388671875,0.0,1.207266030414391,1.528974175453186,1.2315615306528955,-0.0016491592396050692,0.11322128772735596
T3_04_26_2021_2,T3,constant,0,15.6523166666667,1032.0,1.5179999999999998,1.3810385416621864,-0.13696145833781337,0.13696145833781337,-9.022493961647786,,,,,,,,,,,
T3_04_26_2021_2,T3,physics,0,15.6523166666667,1032.0,1.5179999999999998,1.1209338597467944,-0.3970661402532054,0.3970661402532054,-26.15718974000036,,,,,,,,,,,
T3_04_26_2021_2,T3,elasticnet,0,15.6523166666667,1032.0,1.5179999999999998,1.687161093113117,0.1691610931131171,0.1691610931131171,11.143682023261999,,,,,,,,,,,
T3_04_26_2021_2,T3,weak_mlp,0,15.6523166666667,1032.0,1.5179999999999998,1.3650848125749164,-0.15291518742508337,0.15291518742508337,-10.073464257251871,422.0,423.0,0.05266883643344045,-5.38951301574707,11.119699478149414,0.0,0.0,0.0,,,
T3_04_26_2021_2,T3,mlp_state,0,15.6523166666667,1032.0,1.5179999999999998,1.4137314508358636,-0.10426854916413619,0.10426854916413619,-6.868810880377879,34.0,35.0,0.049318065168336034,-0.6940317153930664,7.349198341369629,0.0,0.0,0.0,5.0139934618083,-0.008633620105683804,0.4365304708480835
T3_04_26_2021_2,T3,pinn_no_dynamics,0,15.6523166666667,1032.0,1.5179999999999998,1.312546159391188,-0.20545384060881178,0.20545384060881178,-13.534508604006046,13.0,14.0,0.0647611339809373,-5.1835713386535645,25.0153751373291,0.0,0.6680372942523942,0.925287663936615,13.009995875317038,-0.03447085991501808,0.5694895386695862
T3_04_26_2021_2,T3,pinn_fulltrip,0,15.6523166666667,1032.0,1.5179999999999998,1.4780391791131762,-0.03996082088682362,0.03996082088682362,-2.6324651440595277,25.0,26.0,0.31895413994789124,-4.585213661193848,25.582298278808594,0.0,1.2448320458611584,1.6117020845413208,5.729709314252148,-0.013736462220549583,0.12255743145942688
T3_04_26_2021_2,T3,pinn,0,15.6523166666667,1032.0,1.5179999999999998,1.459999399110675,-0.058000600889324794,0.058000600889324794,-3.8208564485721213,10.0,11.0,0.06663479923736304,-4.8481292724609375,25.396421432495117,0.0,1.1822407801003563,1.4867346286773682,9.572730901931399,-0.025355074554681778,0.15965858101844788
T3_05_25_2021_04,T3,constant,0,32.99230555555521,2516.0,2.9507999999999996,2.9177177855273713,-0.03308221447262838,0.03308221447262838,-1.1211269646410595,,,,,,,,,,,
T3_05_25_2021_04,T3,physics,0,32.99230555555521,2516.0,2.9507999999999996,2.314616466229739,-0.6361835337702608,0.6361835337702608,-21.5596968201932,,,,,,,,,,,
T3_05_25_2021_04,T3,elasticnet,0,32.99230555555521,2516.0,2.9507999999999996,2.6955316437019103,-0.2552683562980893,0.2552683562980893,-8.650818635559487,,,,,,,,,,,
T3_05_25_2021_04,T3,weak_mlp,0,32.99230555555521,2516.0,2.9507999999999996,3.727667470508152,0.7768674705081522,0.7768674705081522,26.327350905115637,34.0,35.0,0.046417636098340154,-1.508317470550537,8.134929656982422,0.0,0.0,0.0,,,
T3_05_25_2021_04,T3,mlp_state,0,32.99230555555521,2516.0,2.9507999999999996,3.2241951864295535,0.27339518642955385,0.27339518642955385,9.265120863140636,29.0,30.0,0.03454739646986127,-0.9209356307983398,7.2257080078125,0.0,0.0,0.0,4.175764086408467,-0.009150347672402859,0.4571143686771393
T3_05_25_2021_04,T3,pinn_no_dynamics,0,32.99230555555521,2516.0,2.9507999999999996,3.1899906670902336,0.23919066709023395,0.23919066709023395,8.105959980013353,9.0,10.0,0.040501542505808175,-5.962592601776123,17.697546005249023,0.0,1.260793228687631,1.8037049770355225,14.951020991041586,-0.02086212858557701,0.5567230582237244
T3_05_25_2021_04,T3,pinn_fulltrip,0,32.99230555555521,2516.0,2.9507999999999996,3.2486061084306694,0.2978061084306698,0.2978061084306698,10.092385401608711,36.0,37.0,0.09738083928823471,-6.102202892303467,17.666982650756836,0.0,1.3400749704022779,1.8267416954040527,2.6363953788705787,-0.005416756495833397,0.15457426011562347
T3_05_25_2021_04,T3,pinn,0,32.99230555555521,2516.0,2.9507999999999996,3.2543863232557975,0.3035863232557978,0.3035863232557978,10.288271765480475,93.0,94.0,0.039745337911881506,-6.0197553634643555,17.801692962646484,0.0,1.3443624090002224,1.8212021589279175,2.3600106309262556,-0.0020480384118855,0.13758140802383423
T3_05_25_2021_1,T3,constant,0,13.831272222222232,960.0,1.4280000000000002,1.2183895160069755,-0.20961048399302462,0.20961048399302462,-14.67860532164038,,,,,,,,,,,
T3_05_25_2021_1,T3,physics,0,13.831272222222232,960.0,1.4280000000000002,0.9020556227276204,-0.5259443772723797,0.5259443772723797,-36.8308387445644,,,,,,,,,,,
T3_05_25_2021_1,T3,elasticnet,0,13.831272222222232,960.0,1.4280000000000002,1.5753605083926092,0.14736050839260906,0.14736050839260906,10.319363332815758,,,,,,,,,,,
T3_05_25_2021_1,T3,weak_mlp,0,13.831272222222232,960.0,1.4280000000000002,1.3460075368483861,-0.08199246315161401,0.08199246315161401,-5.741769128264286,33.0,34.0,0.0837611616589129,-1.7538323402404785,7.915561676025391,0.0,0.0,0.0,,,
T3_05_25_2021_1,T3,mlp_state,0,13.831272222222232,960.0,1.4280000000000002,1.4718541703621546,0.04385417036215444,0.04385417036215444,3.0710203334842046,94.0,95.0,0.0552983358502388,0.1903247833251953,7.819931983947754,0.0,0.0,0.0,2.2014022350410505,-0.010972762480378151,0.25663310289382935
T3_05_25_2021_1,T3,pinn_no_dynamics,0,13.831272222222232,960.0,1.4280000000000002,1.1567314508805673,-0.2712685491194329,0.2712685491194329,-18.996396997159163,31.0,32.0,0.050664656911976635,-5.093084335327148,13.306256294250488,0.0,0.9601466362262833,1.17549729347229,3.447020297531778,-0.013012061826884747,0.4022103250026703
T3_05_25_2021_1,T3,pinn_fulltrip,0,13.831272222222232,960.0,1.4280000000000002,1.136509516224679,-0.29149048377532116,0.29149048377532116,-20.41249886381801,3.0,4.0,0.21704284846782684,-5.075545310974121,13.300166130065918,0.0,0.8786292708286013,1.207047939300537,5.513793139532131,-0.01850895769894123,0.28850847482681274
T3_05_25_2021_1,T3,pinn,0,13.831272222222232,960.0,1.4280000000000002,1.2677227981471353,-0.16027720185286487,0.16027720185286487,-11.22389368717541,10.0,11.0,0.04782553529366851,-5.011202812194824,13.825822830200195,0.0,1.3701763881542928,1.7412214279174805,6.235012400644005,-0.018516380339860916,0.25278040766716003
T3_05_25_2021_2,T3,constant,0,15.56210000000004,1120.0,1.6536000000000002,1.3685506267185334,-0.28504937328146673,0.28504937328146673,-17.238109172802776,,,,,,,,,,,
T3_05_25_2021_2,T3,physics,0,15.56210000000004,1120.0,1.6536000000000002,1.102647741073931,-0.5509522589260691,0.5509522589260691,-33.31835141062343,,,,,,,,,,,
