epoch,train_loss,val_window_mae_kwh,grad_norm,w_state,loss,w_window,l_window,l_state
0.0,2.310578405857086,,6.465744512897571,1.995193088054657,2.310578405857086,0.3153852676041424,0.3153852676041424,19.95193088054657
1.0,2.0956419371068478,,6.38406753701765,1.9651007115840913,2.0956419371068478,0.13054122705943882,0.13054122705943882,19.651007115840912
2.0,1.989957183599472,,6.717382886704364,1.8576757431030275,1.989957183599472,0.132281405152753,0.132281405152753,18.576757431030273
3.0,1.8467987924814224,,6.436780594872539,1.6819010943174364,1.8467987924814224,0.16489767003804445,0.16489767003804445,16.819010943174362
4.0,1.6753061823546886,,6.643085236488559,1.5782824963331223,1.6753061823546886,0.09702367661520839,0.09702367661520839,15.782824963331223
5.0,1.6520837619900703,,6.744338897337485,1.4893523246049882,1.6520837619900703,0.16273141209967434,0.16273141209967434,14.893523246049881
6.0,1.531477201730013,,7.086164349871514,1.4303328931331636,1.531477201730013,0.10114426142536104,0.10114426142536104,14.303328931331635
7.0,1.476796954870224,,7.669875053555178,1.3707390308380127,1.476796954870224,0.10605791467241943,0.10605791467241943,13.707390308380127
8.0,1.5141003243625164,,9.420003640576326,1.3303761303424837,1.5141003243625164,0.18372417683713138,0.18372417683713138,13.303761303424835
9.0,1.5412269048392773,,8.643547927952241,1.3105210572481156,1.5412269048392773,0.2307058263104409,0.2307058263104409,13.105210572481155
10.0,1.5423634052276611,,7.354212429301034,1.2913638740777968,1.5423634052276611,0.25099950190633535,0.25099950190633535,12.91363874077797
11.0,1.3321721255779266,,6.038452344909528,1.256345471739769,1.3321721255779266,0.0758266132324934,0.0758266132324934,12.56345471739769
12.0,1.3363028801977634,,6.952437025981146,1.2283891975879668,1.3363028801977634,0.10791367432102561,0.10791367432102561,12.28389197587967
13.0,1.2648423127830029,,6.641298416701174,1.1833942890167237,1.2648423127830029,0.08144801342859864,0.08144801342859864,11.833942890167236
14.0,1.280729852616787,,6.994694086465346,1.138325484097004,1.280729852616787,0.1424043453298509,0.1424043453298509,11.38325484097004
15.0,1.2380069475620985,,7.132588413873414,1.1136837765574454,1.2380069475620985,0.12432313873432577,0.12432313873432577,11.136837765574455
