epoch,train_loss,val_window_mae_kwh
0.0,2.214078100522359,0.02171926200389862
1.0,2.12828688621521,0.031506869941949844
2.0,2.1426276286443073,0.021248482167720795
3.0,2.104862666130066,0.02293572388589382
4.0,2.0831133484840394,0.027882324531674385
5.0,2.087685203552246,0.020899197086691856
6.0,2.0864694555600485,0.02345292828977108
7.0,2.050444253285726,0.025289436802268028
8.0,2.0620471636454263,0.021192628890275955
9.0,2.0493679920832317,0.02207818068563938
10.0,2.019045289357503,0.02875993773341179
11.0,2.087558070818583,0.020282642915844917
12.0,2.0622092803319294,0.028275247663259506
13.0,2.0951615810394286,0.022139977663755417
14.0,2.06799054145813,0.022913500666618347
15.0,2.0413039048512776,0.02282612957060337
16.0,2.0283283829689025,0.02166656404733658
17.0,2.008305354913076,0.02246134541928768
18.0,2.0088274916013082,0.025515122339129448
19.0,2.033249282836914,0.020429812371730804
20.0,2.036203690369924,0.03191821277141571
21.0,2.0503346800804136,0.02071206271648407
22.0,1.9939700484275817,0.02450980804860592
23.0,1.9983060558636982,0.0230120737105608
24.0,2.011051658789317,0.02133510448038578
25.0,1.9945590217908225,0.02238454855978489
26.0,1.981943380832672,0.023027805611491203
27.0,1.9955379009246825,0.020615532994270325
28.0,1.9875823179880778,0.02819114550948143
29.0,1.987073588371277,0.02030085027217865
30.0,1.9639463424682617,0.02710849605500698
31.0,1.9894645055135092,0.021400567144155502
32.0,1.9916549841562907,0.02677099034190178
33.0,1.9727524042129516,0.02027297578752041
34.0,1.9526517828305563,0.027389558032155037
35.0,1.9639698584874472,0.020518029108643532
36.0,2.014122466246287,0.024950388818979263
37.0,2.1036084135373434,0.020574364811182022
38.0,2.119885500272115,0.028100477531552315
39.0,2.0679977774620055,0.02122858725488186
40.0,2.024579672018687,0.024977868422865868
41.0,1.9946629444758097,0.020936494693160057
42.0,1.9494495828946432,0.024364527314901352
43.0,1.9516963680585226,0.02138211950659752
44.0,1.9389949679374694,0.021268757060170174
45.0,1.9342291434605916,0.024765275418758392
46.0,1.959615139166514,0.022402092814445496
47.0,1.9631688594818115,0.02178831771016121
48.0,1.9775317589441934,0.028926001861691475
49.0,2.0136301358540853,0.02022876776754856
50.0,2.0022030234336854,0.029505683109164238
51.0,2.0217063307762144,0.02192404307425022
52.0,1.9743834098180135,0.023930681869387627
53.0,1.96435467004776,0.0226877573877573
54.0,1.959741731484731,0.022281503304839134
55.0,1.9452794710795085,0.02393665350973606
56.0,1.9474457462628683,0.020680226385593414
57.0,1.929554526011149,0.02680276893079281
58.0,1.947093145052592,0.020668352022767067
59.0,1.9401168425877888,0.02723599784076214
60.0,1.95011359055837,0.0201750248670578
61.0,1.922320580482483,0.03133474662899971
62.0,1.9786392251650493,0.020697565749287605
63.0,1.9506855130195617,0.023588713258504868
64.0,1.9400358557701112,0.02492934837937355
65.0,1.9420957724253336,0.02085087075829506
66.0,1.9458180745442708,0.022141333669424057
67.0,1.9531289339065552,0.022949744015932083
68.0,1.9231438994407655,0.020890427753329277
69.0,1.9077098449071248,0.02441730909049511
70.0,1.9458916624387106,0.02087331935763359
71.0,1.9383042971293132,0.025394288823008537
72.0,1.925774912039439,0.021379977464675903
73.0,1.9264247099558511,0.028178151696920395
74.0,1.9507232626279196,0.02087048441171646
75.0,1.9330249547958374,0.027971606701612473
76.0,1.915599258740743,0.020291542634367943
77.0,1.8908821145693462,0.03144855052232742
78.0,1.923832933108012,0.02168157882988453
79.0,1.8782670656840006,0.023907342925667763
80.0,1.8944003740946451,0.022277340292930603
81.0,1.9347708503405252,0.02584800310432911
82.0,1.9268592278162637,0.020296432077884674
83.0,1.8845696647961934,0.031210077926516533
84.0,1.926267651716868,0.021022316068410873
85.0,1.9058109164237975,0.023904599249362946
86.0,1.8966955264409384,0.02461954392492771
87.0,1.8970337470372518,0.020995721220970154
88.0,1.8686604777971902,0.02224954217672348
89.0,1.8903695027033487,0.022755177691578865
90.0,1.8710744976997375,0.022483274340629578
91.0,1.9015348116556803,0.02164709009230137
92.0,1.8786088466644286,0.02338891290128231
93.0,1.8566220204035442,0.020331602543592453
94.0,1.8729385256767273,0.02642441727221012
95.0,1.913253649075826,0.02051318809390068
96.0,1.8621803561846415,0.02678472176194191
97.0,1.8871798276901246,0.020230116322636604
98.0,1.8784034887949626,0.02738555148243904
99.0,1.8927364230155945,0.020492810755968094
100.0,1.8755999128023784,0.030447358265519142
