epoch,train_loss,val_window_mae_kwh,grad_norm,w_state,dynamics_residual_rmse,w_boundary,l_dynamics,loss,w_window,dynamics_residual_mae,w_prior,l_window,w_dynamics,l_prior,l_boundary,l_state,val_mae_full_trip
0.0,2.7545918776438785,0.4154474437236786,5.450349751700072,2.0401858036334697,0.019250441414232437,0.0,0.0003889420443626407,2.7545918776438785,0.7138486527479612,0.01464968346632444,0.00016845365297250774,0.7138486527479612,0.0003889420443626407,0.001684536529725077,0.0,20.401858036334698,0.4154474437236786
1.0,2.3452458565051737,0.46671977639198303,6.934890208845807,2.024583200307993,0.022160366320839293,0.0,0.000523488949581336,2.3452458565051737,0.3174438278029601,0.017500264570116997,0.0026953332233600894,0.3174438278029601,0.000523488949581336,0.026953332233600892,0.0,20.24583200307993,0.46671977639198303
2.0,2.2594760472957907,0.21253807842731476,7.910366220154062,1.9703760440532976,0.03899100695091944,0.0,0.0017219371444438226,2.2594760472957907,0.28267455760103005,0.023508059075818613,0.004703459817056472,0.28267455760103005,0.0017219371444438226,0.047034598170564726,0.0,19.703760440532978,0.21253807842731476
3.0,2.079032141428727,0.6187968850135803,7.135931308835958,1.8479348586155822,0.10586577653884888,0.0,0.011908213142305613,2.079032141428727,0.21357375684265906,0.04591579076189261,0.005615266785025597,0.21357375684265906,0.011908213142305613,0.056152667850255966,0.0,18.47934858615582,0.6187968850135803
4.0,1.9812112496449397,0.3002212941646576,7.583445016002658,1.693612084021935,0.2351959003851964,0.0,0.05722910108474585,1.9812112496449397,0.2245505302428053,0.0884646695966904,0.005819540685759141,0.2245505302428053,0.05722910108474585,0.058195406857591406,0.0,16.936120840219353,0.3002212941646576
5.0,1.9338644513717065,0.43291422724723816,6.995228379374199,1.6070203304290769,0.3067174691420335,0.0,0.09950827778531955,1.9338644513717065,0.2222672143521217,0.11873131474623314,0.005068631703034044,0.2222672143521217,0.09950827778531955,0.05068631703034043,0.0,16.07020330429077,0.43291422724723816
6.0,1.8367066154113183,0.30287131667137146,7.291890185217601,1.5584441295036906,0.2861982240126683,0.0,0.08637767041531894,1.8367066154113183,0.18626303662760899,0.11426978672926243,0.0056217335952589145,0.18626303662760899,0.08637767041531894,0.05621733595258915,0.0,15.584441295036903,0.30287131667137146
7.0,1.7992318547688997,0.18794989585876465,7.354734241154215,1.5085942084972674,0.29178687586234164,0.0,0.08946725410910752,1.7992318547688997,0.19713273120578378,0.11938946006389764,0.004037664773372505,0.19713273120578378,0.08946725410910752,0.040376647733725034,0.0,15.085942084972675,0.18794989585876465
8.0,1.783126753110152,0.4178302586078644,7.062706884672778,1.4707688955160287,0.2990943342447281,0.0,0.09399780344504577,1.783126753110152,0.21402169871502197,0.12136948567170364,0.004338319603210459,0.21402169871502197,0.09399780344504577,0.04338319603210458,0.0,14.707688955160288,0.4178302586078644
9.0,1.7291288330004766,0.18581001460552216,7.558701706628586,1.430283311697153,0.29600443633703083,0.0,0.09098343149973796,1.7291288330004766,0.20354557538834903,0.1175260400542846,0.0043164888396859166,0.20354557538834903,0.09098343149973796,0.04316488839685917,0.0,14.302833116971529,0.18581001460552216
10.0,1.707989513874054,0.5626184940338135,7.163905507039427,1.4016058921813963,0.2879525147951566,0.0,0.08653747662901878,1.707989513874054,0.21469521028204605,0.11574449160924324,0.00515093278999512,0.21469521028204605,0.08653747662901878,0.051509327899951204,0.0,14.016058921813965,0.5626184940338135
11.0,1.6896245021086473,0.3111412823200226,7.48900164278121,1.3706957853757418,0.2863647502202254,0.0,0.08495912471642861,1.6896245021086473,0.22859550063577233,0.11373628332064702,0.005374045254519353,0.22859550063577233,0.08495912471642861,0.05374045254519352,0.0,13.706957853757418,0.3111412823200226
12.0,1.6397965779671302,0.4699003994464874,7.200805682620452,1.3371744522681603,0.2889026632675758,0.0,0.08678399312954682,1.6397965779671302,0.21086885314434767,0.11414674211006898,0.004969209282157513,0.21086885314434767,0.08678399312954682,0.04969209282157513,0.0,13.371744522681603,0.4699003994464874
13.0,1.5689945266796992,0.3891506493091583,7.503251756413591,1.3042324066162112,0.2849938731927138,0.0,0.0844664891751913,1.5689945266796992,0.17445860903423566,0.11346163084873787,0.005837009030465898,0.17445860903423566,0.0844664891751913,0.058370090304658964,0.0,13.04232406616211,0.3891506493091583
14.0,1.5503958417819097,0.28837430477142334,7.547296658919279,1.271480996792133,0.28340951525248015,0.0,0.08426494151353836,1.5503958417819097,0.189831722026261,0.11042673943134454,0.004818129596801905,0.189831722026261,0.08426494151353836,0.048181295968019046,0.0,12.71480996792133,0.28837430477142334
15.0,1.542165219783783,0.4596641957759857,7.216903025395279,1.2385191293863151,0.2757465782073828,0.0,0.07909777072759774,1.542165219783783,0.21933223264148602,0.10986204445362091,0.005216083392644159,0.21933223264148602,0.07909777072759774,0.05216083392644158,0.0,12.38519129386315,0.4596641957759857
16.0,1.4558793581449068,0.43854501843452454,7.568050553090354,1.2029653659233681,0.2704578179579515,0.0,0.07626879200912438,1.4558793581449068,0.1706759174569295,0.10572118541369072,0.005969243990973785,0.1706759174569295,0.07626879200912438,0.05969243990973784,0.0,12.02965365923368,0.43854501843452454
17.0,1.433259014899914,0.531471312046051,7.392501728379418,1.1665261305295505,0.2664769005316954,0.0,0.07406459734416924,1.433259014899914,0.18666993626035178,0.10448408470704006,0.0059983465283249444,0.18666993626035178,0.07406459734416924,0.05998346528324943,0.0,11.665261305295504,0.531471312046051
18.0,1.3817407534672663,0.392085462808609,7.448425652487758,1.12502687894381,0.2633386128223859,0.0,0.07261659663457137,1.3817407534672663,0.1786026728267853,0.10378668858454777,0.005494604381517722,0.1786026728267853,0.07261659663457137,0.05494604381517722,0.0,11.2502687894381,0.392085462808609
19.0,1.3158723757817194,0.5752024054527283,7.369069744366507,1.0835561788999117,0.2553824381186412,0.0,0.06814450971209086,1.3158723757817194,0.15799355356452557,0.10144101140590814,0.006178115831258205,0.15799355356452557,0.06814450971209086,0.06178115831258205,0.0,10.835561788999117,0.5752024054527283
20.0,1.3842564271046565,0.2389247864484787,7.76644466076543,1.0495578545790452,0.2424926207615779,0.0,0.061456504779366344,1.3842564271046565,0.26773152973216313,0.0950060784816742,0.0055105566405333015,0.26773152973216313,0.061456504779366344,0.055105566405333005,0.0,10.495578545790453,0.2389247864484787
21.0,1.247595796218285,0.38801929354667664,7.118020110486271,1.0024709848257212,0.2364655492397455,0.0,0.05779681669977995,1.247595796218285,0.18252726551145315,0.09668655063097294,0.004800703856520928,0.18252726551145315,0.05779681669977995,0.04800703856520928,0.0,10.024709848257212,0.38801929354667664
22.0,1.1914473451100862,0.3461540639400482,7.396891150966638,0.9616677137521596,0.22152799024031714,0.0,0.05106507069789446,1.1914473451100862,0.17336614114733842,0.09247272175091964,0.005348405793595772,0.17336614114733842,0.05106507069789446,0.05348405793595772,0.0,9.616677137521597,0.3461540639400482
23.0,1.1470730625666106,0.5355433821678162,7.136693641263687,0.9134459715623121,0.22192550507875589,0.0,0.051004611958677955,1.1470730625666106,0.17672344146726224,0.09256902165137805,0.005899050215689035,0.17672344146726224,0.051004611958677955,0.058990502156890355,0.0,9.134459715623121,0.5355433821678162
24.0,1.113176914361807,0.2436429262161255,7.402266930396099,0.8689698200959426,0.22069523770075578,0.0,0.0507736039849428,1.113176914361807,0.18791620161097783,0.08832873289401715,0.005517279399702183,0.18791620161097783,0.0507736039849428,0.055172793997021824,0.0,8.689698200959425,0.2436429262161255
25.0,1.0482361545929542,0.3078345060348511,7.238729687824441,0.8118350744247438,0.2169418862232795,0.0,0.04887840853860745,1.0482361545929542,0.18275081157648507,0.08937130295313321,0.00477184527911819,0.18275081157648507,0.04887840853860745,0.04771845279118189,0.0,8.118350744247437,0.3078345060348511
26.0,0.99306042607014,0.4783869981765747,7.145481446018258,0.774869781274062,0.20119436085224152,0.0,0.04191076913132118,0.99306042607014,0.1705546545294615,0.08408328976768714,0.005725221923337533,0.1705546545294615,0.04191076913132118,0.057252219233375326,0.0,7.74869781274062,0.4783869981765747
27.0,0.9118873843779931,0.6738137602806091,7.252076895396497,0.7157846927642824,0.20666959881782532,0.0,0.04452044086960646,0.9118873843779931,0.14413558261898848,0.08354786812112881,0.007446642434940888,0.14413558261898848,0.04452044086960646,0.07446642434940888,0.0,7.157846927642822,0.6738137602806091
28.0,0.9386966366034287,0.3495754897594452,7.459736340782793,0.675027684065012,0.19709204481198236,0.0,0.04053972446574615,0.9386966366034287,0.2169804283632682,0.07891990702885848,0.006148771124963577,0.2169804283632682,0.04053972446574615,0.06148771124963577,0.0,6.750276840650118,0.3495754897594452
29.0,0.8866270826413081,0.43164005875587463,6.87871925817131,0.6204967792217548,0.18995790298168475,0.0,0.037296667121923886,0.8866270826413081,0.22375608020677015,0.07944074416389832,0.005077548597294552,0.22375608020677015,0.037296667121923886,0.050775485972945504,0.0,6.204967792217548,0.43164005875587463
30.0,0.7692495103065784,0.6099644303321838,7.096673102585577,0.5717485152758085,0.1853674787741441,0.0,0.035624632182029575,0.7692495103065784,0.15516330559666341,0.07542185227458294,0.0067130423795718425,0.15516330559666341,0.035624632182029575,0.06713042379571842,0.0,5.717485152758085,0.6099644303321838
31.0,0.770859949863874,0.30583736300468445,7.376795092272346,0.5412317386040321,0.1783167473398722,0.0,0.033170304690989166,0.770859949863874,0.19086028807438338,0.07184721271579082,0.005597613379359246,0.19086028807438338,0.033170304690989166,0.05597613379359245,0.0,5.41231738604032,0.30583736300468445
32.0,0.7515535492163438,0.3926886022090912,6.792279951343286,0.49402648669022786,0.17123546852515295,0.0,0.03020394013191645,0.7515535492163438,0.2226204457334601,0.07167953023543724,0.0047026711122061205,0.2226204457334601,0.03020394013191645,0.0470267111220612,0.0,4.940264866902278,0.3926886022090912
33.0,0.6446705139600314,0.5690546631813049,6.954006288973177,0.4515317513392522,0.1632425211943113,0.0,0.027456887997686863,0.6446705139600314,0.15936637669801712,0.06797880708025052,0.006315486885320683,0.15936637669801712,0.027456887997686863,0.06315486885320681,0.0,4.515317513392522,0.5690546631813049
