epoch,train_loss,val_window_mae_kwh,grad_norm,w_state,loss,w_window,l_window,l_state,val_mae_soc_event_0.1,val_mae_soc_event_0.2,val_mae_soc_event_0.5,val_mae_time_60s,val_mae_time_120s,val_mae_time_300s,val_mae_time_600s,val_mae_full_trip
0.0,2.2688554250277004,0.20311002200469375,6.289542533382648,1.957082909804124,2.2688554250277004,0.31177250467813933,0.31177250467813933,19.57082909804124,0.026695596054196358,0.027223505079746246,0.030916446819901466,0.024625815451145172,0.04418196529150009,0.10229817777872086,0.1782529205083847,1.190685749053955
1.0,2.080752771634322,0.4072783375158906,6.2778333167458,1.9354934545663691,2.080752771634322,0.14525927803837335,0.14525927803837335,19.35493454566369,0.03476133942604065,0.035919755697250366,0.04049256443977356,0.034800685942173004,0.06654879450798035,0.1567954421043396,0.30687353014945984,2.5820345878601074
2.0,2.075207393902999,0.1790225668810308,7.234562688806415,1.871761758510883,2.075207393902999,0.20344556037050027,0.20344556037050027,18.71761758510883,0.02256573736667633,0.023154372349381447,0.026472747325897217,0.02090279571712017,0.03834420070052147,0.08658120781183243,0.15697084367275238,1.057188630104065
3.0,1.8814893915103033,0.06520124874077737,6.406271537005666,1.7379169794229363,1.8814893915103033,0.14357236715463492,0.14357236715463492,17.379169794229362,0.017623750492930412,0.018016040325164795,0.020031102001667023,0.01698092184960842,0.02897516079246998,0.059309184551239014,0.10192863643169403,0.2587451934814453
4.0,1.7116034902059114,0.088046052493155,6.572905461791236,1.6182511036212628,1.7116034902059114,0.09335234531989464,0.09335234531989464,16.182511036212627,0.018200857564806938,0.018503259867429733,0.021031983196735382,0.017095185816287994,0.02947026677429676,0.06210910901427269,0.10425311326980591,0.4337046444416046
5.0,1.620645665205442,0.07193658454343677,6.182349362609846,1.5321303367614747,1.620645665205442,0.08851529786793086,0.08851529786793086,15.321303367614746,0.01738760992884636,0.017654864117503166,0.019483907148241997,0.01709545962512493,0.028393032029271126,0.055666785687208176,0.09019819647073746,0.3296128213405609
6.0,1.546607182576106,0.056412049336358905,6.363340319178208,1.467792584345891,1.546607182576106,0.07881457903064214,0.07881457903064214,14.67792584345891,0.016384394839406013,0.016633203253149986,0.018284179270267487,0.016345608979463577,0.026706179603934288,0.05163135007023811,0.0902705118060112,0.21504096686840057
7.0,1.5127488191311176,0.055079184705391526,7.135907049828278,1.4070661801558277,1.5127488191311176,0.10568264298714124,0.10568264298714124,14.070661801558275,0.016008295118808746,0.016338609158992767,0.018232708796858788,0.01571902446448803,0.02548067457973957,0.04987799748778343,0.08395284414291382,0.21502332389354706
8.0,1.4344292695705707,0.4084654268808663,6.9874734835889045,1.3495855551499587,1.4344292695705707,0.08484367424478897,0.08484367424478897,13.495855551499586,0.03536737337708473,0.03641105070710182,0.04106629267334938,0.03520552068948746,0.06822904944419861,0.15982653200626373,0.31209951639175415,2.5795180797576904
9.0,1.5226988058823805,0.21987024904228747,8.465970446415357,1.3115192229931172,1.5226988058823805,0.21117955417587206,0.21117955417587206,13.115192229931171,0.023458443582057953,0.024252520874142647,0.027977075427770615,0.023348361253738403,0.04231299087405205,0.09425035119056702,0.1816537082195282,1.3417085409164429
10.0,1.4235921272864709,0.2724757103715092,7.98679182905635,1.2802049563481257,1.4235921272864709,0.14338713167951658,0.14338713167951658,12.802049563481258,0.028771959245204926,0.029887134209275246,0.033612217754125595,0.02851353958249092,0.05336625128984451,0.12477166205644608,0.23736625909805298,1.6435166597366333
11.0,1.422437099310068,0.22322991769760847,7.541598232166364,1.2564058230473445,1.422437099310068,0.16603125574497077,0.16603125574497077,12.564058230473446,0.02277243323624134,0.023195110261440277,0.026690499857068062,0.02153778448700905,0.041002772748470306,0.09483999013900757,0.17850430309772491,1.3772964477539062
12.0,1.3899727051074688,0.07359888311475515,7.037610484881237,1.2340395083794227,1.3899727051074688,0.15593320245926195,0.15593320245926195,12.340395083794228,0.0190885029733181,0.01961766742169857,0.0215081125497818,0.018315007910132408,0.03173871338367462,0.06755552440881729,0.11206886917352676,0.2988986670970917
13.0,1.2739861699251027,0.248852958669886,6.419038241416656,1.2049658628610465,1.2739861699251027,0.06902031743755707,0.06902031743755707,12.049658628610464,0.024407286196947098,0.024901485070586205,0.028589069843292236,0.023069072514772415,0.04462502896785736,0.10344696044921875,0.19455309212207794,1.547231674194336
14.0,1.350881645312676,0.06369521049782634,6.952002547466277,1.1734017518850473,1.350881645312676,0.17747987405611917,0.17747987405611917,11.734017518850473,0.017666904255747795,0.018147161230444908,0.02004297263920307,0.0170859657227993,0.028720425441861153,0.05949139595031738,0.09919280558824539,0.2492140531539917
15.0,1.2107243606677422,0.15599471190944314,6.4357840668648345,1.1419244216038633,1.2107243606677422,0.06879992668445294,0.06879992668445294,11.419244216038631,0.019240178167819977,0.01957138068974018,0.022630058228969574,0.018329640850424767,0.032718557864427567,0.07212459295988083,0.13458317518234253,0.9287601113319397
16.0,1.2403821119895349,0.19343097624368966,6.970156430304267,1.1071784643026499,1.2403821119895349,0.13320362739838087,0.13320362739838087,11.071784643026499,0.02254873886704445,0.023540349677205086,0.026069479063153267,0.022673754021525383,0.041236888617277145,0.09201332181692123,0.17322005331516266,1.146145224571228
17.0,1.1931019562941332,0.1433350956067443,6.864937256294798,1.075697469711304,1.1931019562941332,0.1174044471520644,0.1174044471520644,10.756974697113037,0.01916680298745632,0.019431255757808685,0.022479146718978882,0.01797073520720005,0.03204741328954697,0.06981109827756882,0.12709076702594757,0.838683545589447
18.0,1.1700954666504493,0.12966500408947468,6.722764023850468,1.0389678074763373,1.1700954666504493,0.13112764690931028,0.13112764690931028,10.38967807476337,0.01899057626724243,0.019717128947377205,0.02135993167757988,0.019132724031805992,0.03326817974448204,0.0715903639793396,0.12916846573352814,0.7240926623344421
19.0,1.0846046003011556,0.10288810729980469,6.391429495669417,1.0025053317730246,1.0846046003011556,0.08209925632064159,0.08209925632064159,10.025053317730244,0.017173603177070618,0.017471302300691605,0.01996605470776558,0.016372675076127052,0.027981704100966454,0.05787119269371033,0.09774408489465714,0.5685242414474487
