epoch,train_loss,val_window_mae_kwh,grad_norm,w_state,dynamics_residual_rmse,w_boundary,l_dynamics,loss,w_window,dynamics_residual_mae,w_prior,l_window,w_dynamics,l_prior,l_boundary,l_state
0.0,2.7019282206892967,,5.81483891325372,2.0338481843471525,0.01886963500874117,0.0,0.000379475482077396,2.7019282206892967,0.6673596259206533,0.01427637378219515,0.0003409573380281472,0.6673596259206533,0.000379475482077396,0.003409573380281472,0.0,20.338481843471527
1.0,2.2665903121232986,,7.847171521605343,2.0060406595468523,0.0260822459240444,0.0,0.0007750871436655871,2.2665903121232986,0.2570390038890764,0.01813590491656214,0.0027355400321539495,0.2570390038890764,0.0007750871436655871,0.02735540032153949,0.0,20.06040659546852
2.0,2.1282635778188705,,7.845537284332831,1.9063296288251879,0.07572168903425336,0.0,0.007143358838220593,2.1282635778188705,0.2107836112845689,0.0318899160483852,0.004006917425431311,0.2107836112845689,0.007143358838220593,0.04006917425431311,0.0,19.063296288251877
3.0,1.990010116249323,,7.733007699211711,1.7233272701501847,0.23068304359912872,0.0,0.05726610228884965,1.990010116249323,0.20592833205591887,0.07955238432623446,0.003488365886732936,0.20592833205591887,0.05726610228884965,0.03488365886732936,0.0,17.233272701501846
4.0,1.9344078972935677,,7.352960990759592,1.6266332060098647,0.29101783875375986,0.0,0.08869736455380917,1.9344078972935677,0.21400901855668053,0.1142100093420595,0.005068260192638263,0.21400901855668053,0.08869736455380917,0.05068260192638263,0.0,16.266332060098648
5.0,1.9240001812577248,,7.834759714711975,1.569584909081459,0.28809492476284504,0.0,0.08585771103389561,1.9240001812577248,0.26373639091616496,0.11504802526906133,0.004821161588188261,0.26373639091616496,0.08585771103389561,0.04821161588188261,0.0,15.69584909081459
6.0,1.8093455620110035,,7.299796166753998,1.5240393459796906,0.2917523765936494,0.0,0.08902003255207092,1.8093455620110035,0.19157496839761734,0.12144079618155956,0.004711138718994335,0.19157496839761734,0.08902003255207092,0.04711138718994334,0.0,15.240393459796906
7.0,1.80696901679039,,7.737302189940937,1.4680097490549089,0.29588669165968895,0.0,0.09038398414850235,1.80696901679039,0.24419732112437487,0.11896329326555133,0.004377929691690952,0.24419732112437487,0.09038398414850235,0.043779296916909516,0.0,14.680097490549088
8.0,1.7144796438515186,,7.323682427326334,1.4234348595142365,0.2919932771474123,0.0,0.08869175030849874,1.7144796438515186,0.19795654236804694,0.11859210999682546,0.0043964630574919285,0.19795654236804694,0.08869175030849874,0.04396463057491928,0.0,14.234348595142365
9.0,1.6772809848189354,,7.769478907001533,1.374873048067093,0.2954960009083152,0.0,0.09035995649173856,1.6772809848189354,0.20702628802973777,0.1172165684401989,0.0050216781324706975,0.20702628802973777,0.09035995649173856,0.05021678132470697,0.0,13.748730480670929
10.0,1.6048025004565716,,7.548272737781569,1.3343154460191726,0.28580594062805176,0.0,0.08464203029870987,1.6048025004565716,0.18092990055447444,0.11174851609393954,0.004915114399045706,0.18092990055447444,0.08464203029870987,0.04915114399045706,0.0,13.343154460191727
11.0,1.600581131875515,,7.8396952445041865,1.286796620488167,0.28605198953300714,0.0,0.08540454064495862,1.600581131875515,0.2224459039280191,0.11180981993675232,0.005934028758201749,0.2224459039280191,0.08540454064495862,0.05934028758201748,0.0,12.867966204881668
12.0,1.4982588961720467,,7.671932436397526,1.250658968091011,0.2787166852504015,0.0,0.08050329284742475,1.4982588961720467,0.1620040776906535,0.1077897734940052,0.005092562804929913,0.1620040776906535,0.08050329284742475,0.05092562804929912,0.0,12.50658968091011
13.0,1.4434028640389442,,7.622284087426657,1.1895700231194497,0.2810880811884999,0.0,0.08271463843993843,1.4434028640389442,0.16493276716209948,0.10690023750066757,0.006185404025018215,0.16493276716209948,0.08271463843993843,0.06185404025018215,0.0,11.895700231194496
14.0,1.4251260608434677,,7.826911284879405,1.1431210801005365,0.27374550979584455,0.0,0.07886622345540673,1.4251260608434677,0.1973520438768901,0.10366042936220765,0.005786719045136124,0.1973520438768901,0.07886622345540673,0.05786719045136124,0.0,11.431210801005363
15.0,1.3444734625518322,,7.497714741802084,1.0950959771871567,0.2559357639402151,0.0,0.06875351094640791,1.3444734625518322,0.1749865052406676,0.1003432828001678,0.005637460097204894,0.1749865052406676,0.06875351094640791,0.05637460097204894,0.0,10.950959771871567
